HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.include,Input.url,Input.brand_identity,Input.source,Input.cb_id,Input.cb_desc,Input.logo_file,Input.logo_url,Answer.boring,Answer.charming,Answer.cheerful,Answer.confident,Answer.contemporary,Answer.cool,Answer.corporate,Answer.daring,Answer.dishonest,Answer.down-to-earth,Answer.exciting,Answer.familiar_with,Answer.family-oriented,Answer.favorability_rating,Answer.feminine,Answer.friendly,Answer.glamorous,Answer.good looking,Answer.hard working,Answer.honest,Answer.imaginative,Answer.independent,Answer.intelligent,Answer.leader,Answer.logo_consist,Answer.masculine,Answer.original,Answer.outdoorsy,Answer.purch_lik,Answer.purchased,Answer.real,Answer.reliable,Answer.rugged,Answer.secure,Answer.sentimental,Answer.sincere,Answer.small-town,Answer.smooth,Answer.spirited,Answer.successful,Answer.technical,Answer.tough,Answer.trendy,Answer.ugly,Answer.unique,Answer.up-to-date,Answer.upper class,Answer.western,Answer.wholesome,Answer.young,QC.Boring,QC.Dishonest,QC.Ugly,QC.SD,Approve,Reject
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3OS4RQUCRBNID8IOXAP53RMD8LIBFY,A33CFLCMJNHHNC,Submitted,Sat Apr 15 20:55:55 PDT 2017,Sat Apr 15 20:58:58 PDT 2017,Mon Apr 17 20:58:58 PDT 2017,,,,183,0% (0/0),0% (0/0),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,1,0,0,2,2,0,2,0,0,0,1,2,1,1,0,1,0,1,0,1,1,0,2,1,3,1,0,0,2,1,2,2,0,1,0,1,0,0,1,2,1,0,1,0,0,2,1,0,0,0,FALSE,FALSE,FALSE,FALSE,x,
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3D3VGR7TA2NAD3JK9CAT2X2KNHG3RU,A39V6GZEHSLZLF,Submitted,Sat Apr 15 20:51:19 PDT 2017,Sat Apr 15 20:55:08 PDT 2017,Mon Apr 17 20:55:08 PDT 2017,,,,229,0% (0/0),0% (0/0),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,1,3,3,4,3,3,3,3,1,3,3,2,3,2,0,3,2,3,3,3,3,3,3,3,2,3,3,2,3,1,3,3,1,3,3,3,2,3,3,3,3,2,3,0,3,3,3,0,3,3,FALSE,FALSE,FALSE,FALSE,x,
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3TPZPLC3M2KP1Q35WK64X225MZTP3P,A3RH0FSJYQSFEZ,Submitted,Sat Apr 15 21:58:15 PDT 2017,Sat Apr 15 22:00:36 PDT 2017,Mon Apr 17 22:00:36 PDT 2017,,,,141,0% (0/0),0% (0/0),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,0,4,4,4,4,4,3,3,0,4,4,2,4,4,4,4,4,4,4,3,3,4,4,2,4,3,4,3,4,1,4,4,4,3,4,4,2,3,3,3,4,3,4,0,4,4,3,4,4,2,FALSE,FALSE,FALSE,FALSE,x,
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3N8OEVH1FTYW2FKQ0IDHW5VQ7LROO0,A66CB1480IJXA,Submitted,Sat Apr 15 20:58:13 PDT 2017,Sat Apr 15 21:00:59 PDT 2017,Mon Apr 17 21:00:59 PDT 2017,,,,166,0% (0/0),0% (0/0),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,0,3,4,4,4,4,4,0,0,2,2,2,3,4,2,4,3,0,3,4,4,4,4,4,3,2,3,0,4,1,3,4,0,3,4,4,0,4,3,4,2,0,3,0,1,3,4,0,4,0,FALSE,FALSE,FALSE,FALSE,x,
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3X87C8JFV8JELJPZMCMU5F0RJBDSQA,AA402T4YY1S7N,Submitted,Sat Apr 15 21:24:39 PDT 2017,Sat Apr 15 21:26:16 PDT 2017,Mon Apr 17 21:26:16 PDT 2017,,,,97,0% (0/0),0% (0/0),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,2,3,2,4,2,1,3,1,1,1,1,2,3,4,1,3,1,1,2,3,3,2,4,4,3,2,3,2,3,1,3,3,1,3,1,2,1,3,2,4,1,2,2,1,2,3,2,2,3,2,FALSE,FALSE,FALSE,FALSE,x,
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3RXCAC0YITX5PAGC5IBDUAWO1UXG83,AQGFIF4GOVTQX,Submitted,Sat Apr 15 21:20:00 PDT 2017,Sat Apr 15 21:22:50 PDT 2017,Mon Apr 17 21:22:50 PDT 2017,,,,170,100% (1/1),100% (1/1),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,0,0,3,2,2,2,1,1,0,1,2,2,3,3,0,3,2,0,3,3,3,2,4,3,3,0,2,0,3,1,3,3,0,3,1,3,0,1,1,3,0,1,3,0,2,3,1,0,1,1,FALSE,FALSE,FALSE,FALSE,x,
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3Z7VU45IP0PN5RRWWPQN07PMYEKZ1Q,AV76C8N5LN6U,Submitted,Sat Apr 15 20:55:44 PDT 2017,Sat Apr 15 20:59:28 PDT 2017,Mon Apr 17 20:59:28 PDT 2017,,,,224,0% (0/0),0% (0/0),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,1,1,3,3,2,1,2,0,0,0,0,2,4,2,1,4,0,3,1,2,0,1,4,2,2,1,1,0,3,1,2,3,0,2,0,2,0,4,0,3,3,0,1,0,0,3,3,0,2,0,FALSE,FALSE,FALSE,FALSE,x,
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3EICBYG6464HSFWQU0CLT9KNJDZCJ9,AX50FCBTGARI6,Submitted,Sat Apr 15 21:10:24 PDT 2017,Sat Apr 15 21:22:07 PDT 2017,Mon Apr 17 21:22:07 PDT 2017,,,,703,0% (0/0),0% (0/0),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,2,1,2,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,TRUE,,Failed quality control check.
3D1TUISJWJ7EWEVQ877KNUW9DG4IUQ,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3ZQIG0FLQGOZX82PSGQ58R2K6GRWVQ,AY0758IITCGOZ,Submitted,Sun Apr 16 01:04:53 PDT 2017,Sun Apr 16 01:07:28 PDT 2017,Tue Apr 18 01:07:28 PDT 2017,,,,155,0% (0/0),0% (0/0),0% (0/0),barnes-noble,2,http://www.barnesandnoble.com/,"With so many titles, it is vital to give customers an easy way to find precisely the books they are looking for. Our search engine enables customers to locate books by title, author, or keyword in a few seconds at most. Customers with a general idea of what they want can use our Browse pages to sift through hundreds of categories to find exactly the right book. To further assist users, we offer descriptions and reviews, and our See Inside program lets customers read excerpts from tens of thousands of titles. We also offer editor recommendations and customer reviews on hundreds of thousands of titles.",F500,barnes-noble,"Barnes & Noble is a multi-channel distribution platform that provides access to trade books, textbooks, magazines, newspapers, and other content. It operates as a content, commerce, and technology company.     Barnes & Noble's main business is the sale of trade books, mass-market paperbacks, children's books, bargain books, magazines, gift, cafe products and services, music, and movies direct to customers. As of January 2009, the company operated 778 bookstores and a website.     Barnes & Noble was founded in 1917 by [Leonard Riggio](http://www.crunchbase.com/person/leonard-riggio). It is headquartered in New York, N.Y.",barnes-noble.png,http://www.columbia.edu/~rtd2118/logos/barnes-noble.png,0,3,3,4,2,3,2,2,0,4,2,2,3,3,2,3,0,3,3,3,3,3,4,3,3,0,3,1,3,1,3,4,4,3,2,4,2,3,3,3,2,0,3,0,3,3,1,1,3,3,FALSE,FALSE,FALSE,FALSE,x,
3P4C70TRMSOXHX2195FGBVNALCJLG7,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3SEPORI8WP7JZF4WS8JGB8IP28RAZQ,A145AXBDTCIW6Z,Submitted,Sat Apr 15 20:50:50 PDT 2017,Sat Apr 15 20:52:52 PDT 2017,Mon Apr 17 20:52:52 PDT 2017,,,,122,0% (0/0),0% (0/0),0% (0/0),berkshire-hathaway,2,http://www.berkshirehathaway.com/,"Berkshire Hathaway HomeServices is a real estate brokerage franchise network designed for today's real estate market. From first time home buyers to high-end residential markets to middle market communities to commercial real estate, our franchisees are down to earth, nimble and local experts. This network of members and agents wouldn't be a part of the Berkshire Hathaway HomeServices family if they weren't.",BD,berkshire,"Berkshire Group is a real estate investment management company distinguished by over four decades in the U.S. real estate markets, an integrated investment and operating platform, an experienced team, and an opportunistic approach to finding value on behalf of institutional investment clients, including pension funds, endowments and foundations, in the U.S. and around the world.",berkshire-hathaway.jpg,http://www.columbia.edu/~rtd2118/logos/berkshire-hathaway.jpg,3,1,0,1,1,0,3,1,0,1,0,1,0,2,0,1,0,1,2,3,0,1,4,3,4,1,1,0,2,0,2,4,0,4,1,2,0,1,0,4,0,0,0,0,0,1,4,0,2,0,FALSE,FALSE,FALSE,FALSE,x,
3P4C70TRMSOXHX2195FGBVNALCJLG7,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3X08E93BHXQGO38I0Q5TY5N81L7668,A17VD4SC48QG07,Submitted,Sat Apr 15 23:36:08 PDT 2017,Sat Apr 15 23:38:31 PDT 2017,Mon Apr 17 23:38:31 PDT 2017,,,,143,0% (0/0),0% (0/0),0% (0/0),berkshire-hathaway,2,http://www.berkshirehathaway.com/,"Berkshire Hathaway HomeServices is a real estate brokerage franchise network designed for today's real estate market. From first time home buyers to high-end residential markets to middle market communities to commercial real estate, our franchisees are down to earth, nimble and local experts. This network of members and agents wouldn't be a part of the Berkshire Hathaway HomeServices family if they weren't.",BD,berkshire,"Berkshire Group is a real estate investment management company distinguished by over four decades in the U.S. real estate markets, an integrated investment and operating platform, an experienced team, and an opportunistic approach to finding value on behalf of institutional investment clients, including pension funds, endowments and foundations, in the U.S. and around the world.",berkshire-hathaway.jpg,http://www.columbia.edu/~rtd2118/logos/berkshire-hathaway.jpg,2,0,0,0,0,0,4,0,0,1,0,1,0,4,1,0,0,0,1,1,0,1,3,4,3,0,0,0,4,0,3,3,0,1,1,0,0,0,0,4,0,0,3,0,0,0,4,1,0,0,FALSE,FALSE,FALSE,FALSE,x,
3P4C70TRMSOXHX2195FGBVNALCJLG7,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3HL8HNGX479ZPF3RZQB9CLRNKLM9FT,A19HS6ON7R2KBP,Submitted,Sun Apr 16 04:57:22 PDT 2017,Sun Apr 16 05:00:16 PDT 2017,Tue Apr 18 05:00:16 PDT 2017,,,,174,0% (0/0),0% (0/0),0% (0/0),berkshire-hathaway,2,http://www.berkshirehathaway.com/,"Berkshire Hathaway HomeServices is a real estate brokerage franchise network designed for today's real estate market. From first time home buyers to high-end residential markets to middle market communities to commercial real estate, our franchisees are down to earth, nimble and local experts. This network of members and agents wouldn't be a part of the Berkshire Hathaway HomeServices family if they weren't.",BD,berkshire,"Berkshire Group is a real estate investment management company distinguished by over four decades in the U.S. real estate markets, an integrated investment and operating platform, an experienced team, and an opportunistic approach to finding value on behalf of institutional investment clients, including pension funds, endowments and foundations, in the U.S. and around the world.",berkshire-hathaway.jpg,http://www.columbia.edu/~rtd2118/logos/berkshire-hathaway.jpg,0,0,1,4,0,0,3,0,0,0,0,0,3,3,0,2,0,0,2,3,0,4,4,2,3,0,1,0,3,0,4,3,0,3,0,2,0,0,1,4,0,0,1,0,0,4,3,0,1,0,FALSE,FALSE,FALSE,FALSE,x,
3P4C70TRMSOXHX2195FGBVNALCJLG7,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,37Q970SNZGGQ4F5I1XWF4ESJBZUS1O,A1J4N2SE30LCUH,Submitted,Sun Apr 16 06:25:52 PDT 2017,Sun Apr 16 06:33:24 PDT 2017,Tue Apr 18 06:33:24 PDT 2017,,,,452,0% (0/0),0% (0/0),0% (0/0),berkshire-hathaway,2,http://www.berkshirehathaway.com/,"Berkshire Hathaway HomeServices is a real estate brokerage franchise network designed for today's real estate market. From first time home buyers to high-end residential markets to middle market communities to commercial real estate, our franchisees are down to earth, nimble and local experts. This network of members and agents wouldn't be a part of the Berkshire Hathaway HomeServices family if they weren't.",BD,berkshire,"Berkshire Group is a real estate investment management company distinguished by over four decades in the U.S. real estate markets, an integrated investment and operating platform, an experienced team, and an opportunistic approach to finding value on behalf of institutional investment clients, including pension funds, endowments and foundations, in the U.S. and around the world.",berkshire-hathaway.jpg,http://www.columbia.edu/~rtd2118/logos/berkshire-hathaway.jpg,1,2,1,3,2,3,4,3,0,1,3,0,2,3,1,1,3,3,3,3,3,4,4,4,3,3,2,0,3,0,3,4,2,4,1,3,0,3,3,4,2,2,4,0,4,3,4,2,2,2,FALSE,FALSE,FALSE,FALSE,x,
3P4C70TRMSOXHX2195FGBVNALCJLG7,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3LKC68YZ3CB47OTSR44RDZ8CANROWD,A1O0BGHFTMPQM0,Submitted,Sat Apr 15 21:12:28 PDT 2017,Sat Apr 15 21:16:59 PDT 2017,Mon Apr 17 21:16:59 PDT 2017,,,,271,0% (0/0),0% (0/0),0% (0/0),berkshire-hathaway,2,http://www.berkshirehathaway.com/,"Berkshire Hathaway HomeServices is a real estate brokerage franchise network designed for today's real estate market. From first time home buyers to high-end residential markets to middle market communities to commercial real estate, our franchisees are down to earth, nimble and local experts. This network of members and agents wouldn't be a part of the Berkshire Hathaway HomeServices family if they weren't.",BD,berkshire,"Berkshire Group is a real estate investment management company distinguished by over four decades in the U.S. real estate markets, an integrated investment and operating platform, an experienced team, and an opportunistic approach to finding value on behalf of institutional investment clients, including pension funds, endowments and foundations, in the U.S. and around the world.",berkshire-hathaway.jpg,http://www.columbia.edu/~rtd2118/logos/berkshire-hathaway.jpg,1,2,2,4,3,2,4,2,0,2,1,1,3,3,1,3,1,2,4,3,3,2,4,4,3,3,3,1,2,0,3,4,0,4,1,3,0,2,3,4,1,3,2,0,2,3,3,0,2,2,FALSE,FALSE,FALSE,FALSE,x,
3P4C70TRMSOXHX2195FGBVNALCJLG7,395K4VYE02V186ITZXV32V7H11P56Z,Evaluate how well words describe brands ($0.3 per 2-3 min),"We will give you a company information, and you will evaluate how well certain words describe the brand.","branding, marketing, survey",$0.30,Sat Apr 15 20:48:43 PDT 2017,20,BatchId:2767892;OriginalHitTemplateId:920937305;,1200,172800,Sat Apr 22 20:48:43 PDT 2017,,,3NPFYT4IZECV4BHKDQN5A9DHS36XGS,A1SJI2TEA1X4OQ,Submitted,Sat Apr 15 21:25:20 PDT 2017,Sat Apr 15 21:27:38 PDT 2017,Mon Apr 17 21:27:38 PDT 2017,,,,138,0% (0/0),0% (0/0),0% (0/0),berkshire-hathaway,2,http://www.berkshirehathaway.com/,"Berkshire Hathaway HomeServices is a real estate brokerage franchise network designed for today's real estate market. From first time home buyers to high-end residential markets to middle market communities to commercial real estate, our franchisees are down to earth, nimble and local experts. This network of members and agents wouldn't be a part of the Berkshire Hathaway HomeServices family if they weren't.",BD,berkshire,"Berkshire Group is a real estate investment management company distinguished by over four decades in the U.S. real estate markets, an integrated investment and operating platform, an experienced team, and an opportunistic approach to finding value on behalf of institutional investment clients, including pension funds, endowments and foundations, in the U.S. and around the world.",berkshire-hathaway.jpg,http://www.columbia.edu/~rtd2118/logos/berkshire-hathaway.jpg,0,0,0,2,0,2,3,2,0,2,2,1,2,2,0,2,2,0,2,2,1,1,1,2,0,2,1,0,1,0,3,2,0,2,0,1,0,2,1,3,0,1,2,0,1,3,2,0,1,0,FALSE,FALSE,FALSE,FALSE,x,
