name,area,frac,r,g,b,color_label
farmers-insurance-exchange,4570,0.071693022,6.061706783,47.58818381,140.4417943,7
farmers-insurance-exchange,1259,0.019750879,-5.57E-12,26.96346307,124.8316124,7
farmers-insurance-exchange,53019,0.83174887,254.5619306,254.5587242,254.6787567,0
fastenal-co,40047,0.372825024,15.15636627,92.13434215,159.2522286,3
fastenal-co,67368,0.627174976,253.8138879,254.1981653,254.5291978,0
fedex,4143,0.122952279,241.976587,102.6693217,35.77818006,5
fedex,6556,0.194563153,74.67830995,49.80491153,147.4261745,7
fedex,22997,0.682484568,254.3820063,253.9086837,253.9943906,0
fidelity-national,6386,0.089177489,88.80441591,135.007673,183.1753837,9
fidelity-national,4945,0.069054601,3.732861476,50.08978766,99.52133468,3
fidelity-national,1295,0.018084066,2.96E-12,24.91274131,86.7042471,7
fidelity-national,58984,0.823683843,254.2711583,254.3824766,254.507697,0
fifth-third-bank,3366,0.054761982,110.7997623,139.5463458,65.13309566,4
fifth-third-bank,5245,0.085331728,14.79980934,14.79980934,137.0764538,7
fifth-third-bank,52855,0.85990629,254.0756409,254.1348784,254.2527292,0
first-american-financial-corporation,9026,0.178111927,64.40460891,106.3348105,143.6830268,3
first-american-financial-corporation,41650,0.821888073,251.1311645,251.9828331,252.7419448,0
first-data-corp,22937,0.27411028,5.646074029,67.25487204,101.4698086,3
first-data-corp,60741,0.72588972,253.1826114,253.6273851,253.880509,0
firstenergy-corp,10526,0.149483072,36.2165115,32.27151815,33.26154285,1
firstenergy-corp,738,0.010480573,23.78319783,18.03523035,19.65447154,1
firstenergy-corp,2302,0.032691434,20.56689835,90.74674196,172.1368375,3
firstenergy-corp,53752,0.763349239,254.5311244,254.561821,254.6108238,0
firstenergy-corp,1519,0.021571802,3.204081633,0.497695853,1.011191573,1
firstenergy-corp,1579,0.022423881,152.758708,157.3438885,166.3217226,8
fiserv-inc,19792,0.278591839,255,103.4385105,4.683205335,5
fiserv-inc,51251,0.721408161,255,253.9245673,253.4410255,0
florida-power-and-light,9033,0.223202372,7.909996679,151.036422,214.9799624,9
florida-power-and-light,31437,0.776797628,253.7357572,254.320514,254.7215383,0
flowers-foods,6167,0.086576258,121.2013945,18.54597049,22.0407005,13
flowers-foods,4654,0.065335804,198.6854319,148.1658788,76.92243232,12
flowers-foods,60411,0.848087938,254.512208,254.1783119,254.0065882,0
fluor,17993,0.258375336,33.54926916,68.89301395,120.7657978,3
fluor,51646,0.741624664,253.8295318,253.9914224,254.2515006,0
fmc-technologies,51592,0.285669989,238.0503373,28.87141417,47.63356722,2
fmc-technologies,129008,0.714330011,254.8940608,253.6327902,253.7426826,0
folgers,1293,0.028490217,38.08584687,32.16473318,33.1446249,1
folgers,1184,0.026088489,244.3361486,205.2685811,171.4721284,12
folgers,3575,0.078772255,221.3994406,50.91748252,45.96783217,2
folgers,1969,0.043385334,224.24499,126.1948898,78.63276553,5
folgers,804,0.017715494,80.31218905,52.02363184,112.608209,7
folgers,1150,0.025339327,153.6764184,90.0141844,93.02570922,6
folgers,889,0.019588401,105.4366516,79.15950226,108.4604072,6
folgers,498,0.01097303,136.5963855,38.6124498,44.95180723,13
folgers,34022,0.749647453,254.9038269,254.6306508,254.4152019,0
food-4-less,3220,0.04978355,247.0661491,230.2506211,1.34E-11,11
food-4-less,46493,0.718815708,254.34588,254.34588,254.34588,0
food-4-less,13446,0.207884972,2.08485795,2.040235014,1.413059646,1
food-4-less,1521,0.02351577,128.2353715,127.5371466,117.5161078,6
foot-locker,5342,0.076823516,228.8918008,37.75627106,50.7813553,2
foot-locker,57145,0.821804533,254.7138157,254.5049961,254.5152507,0
foot-locker,5572,0.080131155,17.05796841,15.60391242,14.88872936,1
foot-locker,1477,0.021240796,177.3480027,148.0927556,149.4211239,8
ford,12470,0.351515152,9.148275862,64.80096231,134.7647153,3
ford,23005,0.648484848,251.9315366,252.3928276,253.1925668,0
fossil,2237,0.039411557,60.80733125,58.91551185,58.91551185,1
fossil,52182,0.919344609,254.6797555,254.6776666,254.6776666,0
fossil,1375,0.024224806,37.24436364,34.69818182,34.69818182,1
fossil,966,0.017019027,161.1169772,160.5227743,160.5227743,8
fox,35149,0.498143424,9.488691001,129.1796068,223.9053174,3
fox,35411,0.501856576,253.9270001,254.489989,254.602807,0
franklin-templeton-investments,57484,0.868653288,253.7747199,253.7747199,253.7747199,0
franklin-templeton-investments,5094,0.076976547,13.32508834,13.32508834,13.32508834,1
franklin-templeton-investments,3598,0.054370164,144.118955,144.118955,144.118955,8
freddie-mac,5651,0.07833271,1.912227924,156.4089542,225.1077685,9
freddie-mac,3768,0.052231048,109.8532378,178.9471868,40.51300425,10
freddie-mac,55608,0.770823803,254.1265106,254.2903,254.2819199,0
freddie-mac,5405,0.074922721,3.142275671,3.142275671,3.142275671,1
freddie-mac,1709,0.023689719,125.4482153,128.1018139,123.1094207,6
freeport-mcmoran,5976,0.036599706,2.875,170.1507697,209.1106091,9
freeport-mcmoran,110328,0.675698187,254.503408,254.5050667,254.5027101,0
freeport-mcmoran,44389,0.271858158,2.074642334,2.196485299,2.337388758,1
freeport-mcmoran,2587,0.015843949,122.3423389,124.880741,125.658819,6
frontier,1525,0.110748003,220.597377,53.13770492,59.64721311,2
frontier,12245,0.889251997,254.6747244,253.0897509,253.1536137,0
gamestop,12788,0.16728148,253.018142,2.427666562,2.427666562,2
gamestop,48392,0.633022002,254.1591172,253.1997231,253.1997231,0
gamestop,15266,0.199696518,2.254618106,2.254618106,2.254618106,1
gap,81895,0.708434256,0.867183589,42.72603944,95.54442884,7
gap,33705,0.291565744,253.1910992,253.490402,253.8665777,0
garmin,8144,0.024221947,25.58988212,123.7177063,179.1096513,9
garmin,266692,0.793197392,254.688967,254.7005197,254.7071153,0
garmin,61388,0.182580661,1.053658695,1.053658695,1.053658695,1
gatorade,931,0.01512788,242.1643394,130.8700322,77.50805585,5
gatorade,42892,0.696954925,254.0805278,254.0805278,254.0805278,0
gatorade,16695,0.271278152,0.860616951,0.746690626,0.734052111,1
gatorade,1024,0.016639043,122.4697266,118.2558594,117.5146484,6
ge,24818,0.364322309,60.13034894,116.0494802,185.5468611,3
ge,43303,0.635677691,253.3588666,253.7462993,254.3310163,0
geico,23119,0.385316667,28.51537696,82.63739781,159.3958649,3
geico,36881,0.614683333,253.1510805,253.440552,254.0478024,0
general-dynamics,6447,0.099325199,0.867225066,53.24259345,149.2387157,7
general-dynamics,1403,0.021615209,80.58873842,101.3100499,149.5024947,3
general-dynamics,54634,0.841714427,254.1944211,254.3278361,254.585606,0
general-dynamics,1073,0.01653109,20.8695247,17.2749301,18.41286114,1
general-dynamics,1351,0.020814075,174.6980015,181.4715026,196.3515914,8
general-mills,63254,0.256448304,5.114381927,181.908115,245.3354782,9
general-mills,183400,0.743551696,253.926827,254.7170953,254.9085719,0
general-motors,42548,0.605881096,34.02700479,85.17848077,158.1176789,3
general-motors,27677,0.394118904,253.9528489,254.122665,254.4576002,0
gilead-sciences,3647,0.05115007,198.2333425,10.64107486,59.16808336,13
gilead-sciences,61693,0.865259467,254.3585496,254.0990388,254.1724993,0
gilead-sciences,5960,0.083590463,105.3466443,104.6276846,108.8255034,6
gillette,42414,0.567791165,252.9832838,252.9832838,252.9832838,0
gillette,32286,0.432208835,1.926717463,1.926717463,1.926717463,1
global-partners-lp,190906,0.271473304,47.09101338,50.07730506,146.5663573,7
global-partners-lp,96403,0.137087577,237.1511571,30.00445007,37.93318673,2
global-partners-lp,415913,0.591439119,254.6807602,254.5367132,254.6861531,0
gmc,4105,0.045775904,66.1034734,48.37114404,49.68229293,1
gmc,17474,0.194857041,235.5234062,27.19028271,45.0829232,2
gmc,57069,0.636391008,251.3266246,250.4585391,250.4446138,0
gmc,4921,0.054875329,4.894393476,9.332517839,9.469724771,1
gmc,6107,0.068100718,211.3771757,141.6559934,135.9044335,8
goldman-sachs,73403,0.68228547,100.2777679,168.1910276,240.0177786,9
goldman-sachs,34181,0.31771453,253.0968667,253.7789708,254.7621193,0
goodyear,59115,0.777777778,254.5641039,254.5641039,254.5641039,0
goodyear,15768,0.207460036,1.755200406,1.755200406,1.755200406,1
goodyear,1122,0.014762187,135.3582888,135.3582888,135.3582888,6
graybar-electric-company,460,0.010648148,5.097826087,148.223913,201.6304348,9
graybar-electric-company,4288,0.099259259,38.73810634,34.84398321,35.80713619,1
graybar-electric-company,1112,0.025740741,23.01528777,18.26348921,19.47751799,1
graybar-electric-company,35768,0.827962963,254.5419928,254.5835943,254.6002013,0
graybar-electric-company,1572,0.036388889,161.096056,163.9090331,166.4122137,8
grey-goose,3105,0.030957129,30.06731079,45.96231884,133.2128824,7
grey-goose,91121,0.908484546,254.2970556,254.3202335,254.4343565,0
grey-goose,6074,0.060558325,132.8427725,130.9622983,141.0946658,6
group-1-automotive,55938,0.821494133,253.8928814,253.8704637,253.8943652,0
group-1-automotive,7029,0.10322647,8.420543463,9.006117513,9.560677195,1
group-1-automotive,5126,0.075279397,153.2062037,138.9740538,140.309403,8
guardian-life-ins-co-of-america,2038,0.049938741,167.498528,125.1148184,61.51913641,12
guardian-life-ins-co-of-america,36521,0.89490321,254.7231456,254.6982284,254.6371403,0
guardian-life-ins-co-of-america,1428,0.034991424,11.267507,11.267507,11.267507,1
guardian-life-ins-co-of-america,823,0.020166626,195.4483597,184.4204131,161.8942892,8
gucci,57814,0.826457386,254.6379943,254.6379943,254.6379943,0
gucci,10967,0.156774452,0.906993708,0.906993708,0.906993708,1
gucci,1173,0.016768162,133.1670929,133.1670929,133.1670929,6
halliburton,35176,0.327297765,237.395286,28.15918913,35.98817241,2
halliburton,72298,0.672702235,254.9281901,254.0838566,254.1120993,0
hanesbrands,27440,0.405797101,238.0367711,38.83494898,33.86763848,2
hanesbrands,40180,0.594202899,254.8989547,253.9291936,253.9154306,0
harley-davidson,7553,0.123270009,240.7018403,129.7529458,32.79266517,5
harley-davidson,2934,0.047884841,98.74130879,68.77607362,43.37355147,6
harley-davidson,37253,0.607993863,254.1438005,254.1438005,254.1485518,0
harley-davidson,12342,0.201429691,1.517663264,1.539782855,1.692351321,1
harley-davidson,1190,0.019421596,151.0697479,151.1941176,151.8109244,8
harman-international-industries,1723,0.037336396,59.16192687,213.9930354,246.0499129,9
harman-international-industries,2438,0.052830025,4.615668581,100.1148482,193.1275636,3
harman-international-industries,1197,0.025938286,173.7903091,219.6248956,241.5421888,0
harman-international-industries,40790,0.883895293,254.5290022,254.7898014,254.9237313,0
harman-intl,30954,0.053734919,51.80648705,171.1307101,202.9915035,9
harman-intl,47497,0.082452912,14.92174243,65.36619155,135.4289534,3
harman-intl,497599,0.863812169,254.5875173,254.7744147,254.8474032,0
harris-corp,8079,0.042360084,231.5519247,35.31699468,44.79539547,2
harris-corp,145933,0.76516081,254.5780941,254.463795,254.4691948,0
harris-corp,36710,0.192479106,32.32198311,30.33331517,30.33396895,1
hbo,673,0.012371324,111.3655275,109.448737,109.0757801,6
hbo,27950,0.513786765,253.9420751,253.9338104,253.9310197,0
hbo,25777,0.473841912,8.620979943,5.599953447,4.621251503,1
hca-holdings,3697,0.051028295,13.99621315,34.92750879,92.7376251,7
hca-holdings,1580,0.021808144,6.03E-12,1.172151899,77.39113924,7
hca-holdings,1156,0.015955832,0.942906574,22.55276817,87.55709343,7
hca-holdings,2338,0.032270531,96.0534645,147.5735672,175.6116339,9
hca-holdings,63679,0.878937198,254.1503164,254.3659134,254.4138256,0
hcl-technologies,4078,0.204862855,7.148602256,104.5958803,180.2589505,3
hcl-technologies,15828,0.795137145,253.0090346,253.6769649,254.3129265,0
hd-supply,1017,0.059431978,255,195.4159292,19.20943953,11
hd-supply,13074,0.764025245,254.3521493,254.1001989,253.4154046,0
hd-supply,2460,0.143758766,1.494308943,1.494308943,1.494308943,1
hd-supply,561,0.032784011,125.8467023,125.8467023,125.8467023,6
health-net-inc,5336,0.08535688,42.33658171,133.9642054,131.0494753,4
health-net-inc,4250,0.067984771,114.7689412,93.59247059,81.62188235,6
health-net-inc,52928,0.846658349,254.0951103,254.1762016,254.1324441,0
heineken,7633,0.109086492,11.64889296,136.9592559,70.74963972,4
heineken,2482,0.035471331,237.0169218,27.10112812,34.61482675,2
heineken,1053,0.015048877,2.24311491,108.5014245,39.42924976,4
heineken,58804,0.8403933,253.9744745,254.2181484,253.98495,0
heinz,2780,0.224791785,232.0323741,23.46258993,16.02769784,2
heinz,9587,0.775208215,254.7090852,252.0672786,251.9994785,0
henry-schein-inc,1314,0.020771091,232.9254186,44.1803653,38.91780822,2
henry-schein-inc,1320,0.020865936,1.141666667,124.0606061,193.0431818,3
henry-schein-inc,52819,0.834937797,254.2452148,254.1724758,254.1777391,0
henry-schein-inc,6110,0.096583993,3.254664484,3.254664484,3.254664484,1
henry-schein-inc,1698,0.026841182,141.8203769,140.6101296,142.4941107,8
hermes,9693,0.137540086,243.1933354,113.7621995,32.74373259,5
hermes,60781,0.862459914,254.8798802,253.7180698,253.2010497,0
hersheys,20410,0.285398663,54.73689368,2.135815777,14.97819696,1
hersheys,2996,0.041893895,28.02903872,9.95E-12,-4.46E-12,1
hersheys,45770,0.640014543,254.2980773,254.111667,254.1638846,0
hersheys,2338,0.032692899,163.2074423,153.7031651,156.4867408,8
hertz,36016,0.502077118,253.8836073,243.1520713,0.512438916,11
hertz,9941,0.138581426,38.11407303,35.20651846,36.92244241,1
hertz,25777,0.359341456,255,254.9805253,254.6615588,0
hess,24187,0.343063416,2.872989623,112.5729938,74.65783272,4
hess,46316,0.656936584,253.372571,253.9075697,253.6759003,0
hp-enterprise,787,0.016865249,152.3697586,172.8360864,167.2439644,8
hp-enterprise,698,0.014957998,223.2535817,227.782235,227.008596,0
hp-enterprise,1085,0.023251329,8.102304147,176.1179724,131.9050691,4
hp-enterprise,39495,0.846369793,254.6610963,254.8022028,254.7868338,0
hp-enterprise,3673,0.078711641,2.706506943,2.706506943,2.706506943,1
hp-enterprise,926,0.019843991,84.5637149,84.5637149,84.5637149,6
hilton,7703,0.154902671,31.75775672,61.97156952,153.5493963,7
hilton,42025,0.845097329,253.4902082,253.6146817,254.1890779,0
hm,20254,0.287805155,204.1418979,8.626345413,29.67186729,2
hm,50120,0.712194845,254.6442538,253.6123504,253.6816441,0
hollyfrontier-corporation,64081,0.911406628,253.4321094,253.4197656,253.4197656,0
hollyfrontier-corporation,3386,0.048158157,13.51801536,13.43591258,13.54754873,1
hollyfrontier-corporation,2843,0.040435215,117.2564193,117.1537109,117.5634893,6
honda,4042,0.068999659,235.149431,23.20163286,42.72191984,2
honda,49290,0.841413452,253.8853552,253.6942738,253.7088274,0
honda,2401,0.040986685,28.39566847,28.39566847,28.39566847,1
honda,2847,0.048600205,156.0481799,150.0292648,150.3761599,8
hormel,8635,0.144200261,210.4217719,35.63798495,42.8357846,2
hormel,7623,0.127300357,5.501902138,144.7853863,76.8452053,4
hormel,43624,0.728499382,253.7876628,253.5097423,253.2773473,0
host-hotels-and-resorts,7671,0.110190186,1.855559901,62.24221092,120.2183548,3
host-hotels-and-resorts,2886,0.041455987,155.2990298,156.2079002,144.00693,8
host-hotels-and-resorts,59059,0.848353827,254.5320781,254.5994853,254.6743426,0
hp,62191,0.421759711,2.553424129,150.700841,213.8808831,9
hp,85265,0.578240289,253.0019938,254.147974,254.6398874,0
hrg-group,2229,0.07051566,13.69134141,79.96635262,103.5455361,3
hrg-group,28738,0.909142676,254.625722,254.689192,254.7135152,0
hrg-group,643,0.020341664,147.1041991,164.9144635,172.2083981,8
hsbc,7560,0.103981844,230.9937831,27.76666667,26.83134921,2
hsbc,56447,0.776384018,254.4676954,254.1816571,254.1816571,0
hsbc,7812,0.107447906,21.20750128,19.57360471,19.57360471,1
hsbc,886,0.012186232,146.9638826,140.6444695,140.6354402,8
humana-inc,3402,0.179487179,98.33862434,160.1719577,73.13168724,10
humana-inc,15552,0.820512821,253.4694573,254.0516332,253.2427984,0
huntington-ingalls-industries,1601,0.044041593,229.9019363,180.6371018,58.18051218,11
huntington-ingalls-industries,5372,0.147777289,11.24832465,77.40338794,143.686895,3
huntington-ingalls-industries,29379,0.808181118,253.4322475,253.6681303,253.889547,0
huntsman-corporation,16175,0.213737331,3.40618238,44.03931994,93.59554869,3
huntsman-corporation,10540,0.139276134,145.766129,2.691935484,39.36148008,13
huntsman-corporation,1141,0.015077236,2.16E-12,16.9491674,81.32164768,7
huntsman-corporation,47821,0.631909299,251.851697,251.0334999,251.6947575,0
hyatt,2545,0.03395733,239.2699411,40.33359528,34.70687623,2
hyatt,5710,0.076187172,18.03677758,43.08441331,82.82259194,3
hyatt,1364,0.018199528,3.98E-12,16.978739,68.49926686,7
hyatt,65328,0.87165597,254.0400747,253.7951414,253.9242744,0
hyatt-regency,49376,0.221653603,123.8448031,121.6158052,171.0316145,3
hyatt-regency,173386,0.778346397,254.6489278,254.6418973,254.7753163,0
hyundai,4377,0.089093796,31.48732008,60.09709847,122.1126342,3
hyundai,40405,0.822443413,253.147556,253.0107412,253.0098008,0
hyundai,4346,0.088462791,135.33341,132.1566958,131.6592269,6
ibm,18677,0.259799694,32.15687744,113.7326123,193.7714301,3
ibm,53213,0.740200306,252.6623194,253.3413452,254.2279894,0
icahn-enterprises-lp,37735,0.541469364,87.25912283,125.5447463,166.5828541,9
icahn-enterprises-lp,31955,0.458530636,253.6219371,253.9626037,254.2966046,0
iheartmedia,1268,0.041815064,219.9842271,28.32097792,51.72870662,2
iheartmedia,25712,0.847909247,254.3754667,254.3134334,254.3032825,0
iheartmedia,1801,0.059391901,5.27040533,7.803997779,7.128817324,1
iheartmedia,1543,0.050883788,158.2365522,152.5456902,152.705768,8
ikea,25118,0.347846559,254.7542002,204.1412931,0.339238793,11
ikea,24182,0.334884365,0.530753311,50.47628311,153.131043,7
ikea,950,0.013156073,154.2901235,135.6234568,96.16975309,12
ikea,21960,0.304113004,255,255,255,0
illinois-tool-works,17494,0.225903926,115.7490853,23.06391493,33.78773153,13
illinois-tool-works,59946,0.774096074,253.605041,252.8219957,252.9446354,0
infosys,3460,0.14108053,18.15004337,128.7215958,194.1936976,9
infosys,21065,0.85891947,253.1122187,253.9928795,254.5013766,0
ingersoll-rand,9328,0.131975099,238.2912736,49.69328902,39.87692967,2
ingersoll-rand,58198,0.823401245,254.7194749,254.1586137,254.1312416,0
ingersoll-rand,3154,0.044623656,189.5317058,152.5488269,151.9828789,8
ingram-micro,15224,0.371117937,37.44351025,119.6757751,188.6225696,3
ingram-micro,25798,0.628882063,252.9070083,253.6145825,254.2638964,0
ingredion-incorporated,3468,0.067105263,111.1444637,180.5717993,67.07554787,10
ingredion-incorporated,44087,0.853076625,254.0841745,254.2444712,253.9918797,0
ingredion-incorporated,4125,0.079818111,109.2797576,109.2797576,109.2797576,6
insight-enterprises,519,0.011808068,193.3102119,16.30250482,135.4296724,13
insight-enterprises,515,0.011717061,223.4349515,12.81553398,70.9184466,2
insight-enterprises,4017,0.091393079,82.91087877,68.37291511,62.03958178,6
insight-enterprises,38343,0.872363661,254.7902094,254.6321623,254.6851577,0
insight-enterprises,559,0.012718131,175.0626118,165.7567084,165.4955277,8
intel,27767,0.238466163,5.103108006,123.6847337,188.368567,9
intel,88673,0.761533837,254.1800886,254.5687526,254.7805984,0
international-paper,1148,0.014702869,19.50696864,13.43205575,14.9695122,1
international-paper,6835,0.087538422,37.05237747,33.1139722,34.09831748,1
international-paper,67407,0.863306865,254.678253,254.6740695,254.6750486,0
international-paper,1055,0.013511783,4.591469194,0.234123223,1.170616114,1
international-paper,1635,0.020940061,148.9027523,147.3675841,147.7143731,8
intl-fcstone,5412,0.137012658,5.821692535,59.92331855,96.95288248,3
intl-fcstone,1224,0.030987342,186.130719,197.2026144,197.6830065,8
intl-fcstone,632,0.016,216.9968354,161.5174051,41.46993671,11
intl-fcstone,1524,0.038582278,102.2145669,129.1535433,144.0800525,6
intl-fcstone,30708,0.777417722,253.1889736,254.0692653,253.4554513,0
invesco,3189,0.16932144,33.14111007,63.98839762,141.1925368,7
invesco,15645,0.83067856,253.1174816,253.3767338,254.0472995,0
iron-mountain-inc,1877,0.029273238,6.031433138,99.14917421,154.2461375,3
iron-mountain-inc,57512,0.896943231,254.0659341,254.1207052,254.1656002,0
iron-mountain-inc,2571,0.040096694,7.839362116,8.179696616,8.519642163,1
iron-mountain-inc,2160,0.033686837,115.0027778,118.1393519,120.6152778,6
jabil,14447,0.218483455,3.545511179,83.12279366,136.7654876,3
jabil,1559,0.023576916,2.339961514,138.0372033,94.33867864,4
jabil,50118,0.757939629,253.917814,254.2355441,254.4128058,0
jack-daniels,52195,0.816082429,253.7089951,253.7089951,253.7089951,0
jack-daniels,8889,0.138981832,26.33254584,26.33254584,25.28867139,1
jack-daniels,2874,0.044935739,141.6572721,141.6572721,141.3528184,8
jack-in-the-box,18425,0.346830058,203.9848033,19.11766621,56.53970149,2
jack-in-the-box,1729,0.032546495,227.2747253,5.12E-12,24.51474841,2
jack-in-the-box,32970,0.620623447,251.126327,250.5228996,250.4680315,0
jacobs-engineering,29776,0.380543414,28.23485357,79.540536,156.3595513,3
jacobs-engineering,48470,0.619456586,253.2376728,253.5411388,254.1181143,0
jarden-corporation,9416,0.132750599,34.58389975,81.33857264,140.9405268,3
jarden-corporation,61514,0.867249401,253.4800533,253.7204864,254.1052931,0
jb-hunt-transport-services,28308,0.381278201,251.3970256,226.2320545,46.97431821,11
jb-hunt-transport-services,10374,0.139726581,39.19982649,34.74281858,32.31742819,1
jb-hunt-transport-services,1713,0.023072261,2.872154116,0.478692353,19.40630473,1
jb-hunt-transport-services,2130,0.028688801,18.88638498,15.78638498,28.98075117,1
jb-hunt-transport-services,4640,0.062495791,151.6601293,138.6105603,60.02068966,12
jb-hunt-transport-services,27080,0.364738366,254.7502216,254.7502216,254.7502216,0
jc-penney,12685,0.169052188,228.7378006,25.39534884,56.42207331,2
jc-penney,62351,0.830947812,254.768039,253.615339,253.783564,0
jetblue-airways-corporation,17350,0.240138408,2.852103746,55.76841499,118.178732,3
jetblue-airways-corporation,54900,0.759861592,252.9811293,253.2799089,253.739745,0
john-hancock,47760,0.938753047,253.8710427,253.8710427,253.8710427,0
john-hancock,2226,0.04375344,11.29514825,11.29514825,11.29514825,1
john-hancock,890,0.017493514,133.9898876,133.9898876,133.9898876,6
johnnie-walker,35756,0.949618888,254.4002126,254.4002126,254.4002126,0
johnnie-walker,1271,0.03375561,10.56254917,10.82376082,11.31392604,1
johnnie-walker,626,0.016625501,133.6693291,134.0031949,134.2891374,6
johnson-controls,1563,0.024187558,17.84005118,134.6385157,189.515675,9
johnson-controls,5203,0.080516868,8.713818951,57.04958678,146.5483375,7
johnson-controls,1215,0.018802228,80.55308642,184.0872428,71.88888889,10
johnson-controls,1261,0.019514082,157.3148295,179.6471055,206.3743061,8
johnson-controls,1575,0.024373259,-4.52E-12,34.64253968,137.6044444,7
johnson-controls,53803,0.832606004,254.6075126,254.7296433,254.7987659,0
johnson-johnson,8179,0.120767811,243.3554224,12.85034845,25.08424013,2
johnson-johnson,59546,0.879232189,254.8102979,253.3274947,253.3659692,0
johnsons,6666,0.13682266,7.372037204,133.0082508,204.4248425,9
johnsons,42054,0.86317734,253.3637942,254.0853902,254.605317,0
jones-lang-lasalle-incorporated,3986,0.110293304,228.3314099,6.717009533,16.69693929,2
jones-lang-lasalle-incorporated,28631,0.792224682,254.7089868,254.3164053,254.3383046,0
jones-lang-lasalle-incorporated,2616,0.072385169,5.071100917,5.071100917,5.071100917,1
jones-lang-lasalle-incorporated,907,0.025096846,215.1764057,142.6482911,145.6074972,8
jp-morgan,46510,0.870387005,254.4350892,254.4350892,254.4350892,0
jp-morgan,5952,0.111385583,2.581317204,2.581317204,2.581317204,1
jp-morgan,974,0.018227412,130.5780287,130.5780287,130.5780287,6
kelloggs,16754,0.231613581,237.204011,29.76316104,49.51802555,2
kelloggs,1542,0.021317186,236,2.70E-12,23.40596628,2
kelloggs,54040,0.747069232,254.8685973,253.5746669,253.6676351,0
kelly-services,18385,0.281000199,3.899428882,139.257003,84.17617623,4
kelly-services,47042,0.718999801,252.9355682,253.8008375,253.3486459,0
kenworth,25941,0.344223139,211.1374658,5.988974982,58.31760534,2
kenworth,49420,0.655776861,254.3083569,252.0438486,252.7138608,0
keycorp,289,0.014718615,112.0243056,110.4305556,111.0555556,6
keycorp,1083,0.055156608,38.03970452,34.5521699,35.54939982,1
keycorp,803,0.040896359,228.762142,44.79701121,46.31008717,2
keycorp,16520,0.841354724,254.6741525,254.5624092,254.5396489,0
keycorp,580,0.029539088,20.07068966,17.05172414,18.0637931,1
keycorp,360,0.018334607,200.4404432,167.0775623,167.1108033,8
kfc,6347,0.092463907,240.9210651,221.6418781,205.9316212,0
kfc,15688,0.22854479,161.0377358,11.02664457,14.49439062,2
kfc,37125,0.540841746,254.9427609,254.8306532,254.6528215,0
kfc,9483,0.138149556,2.857429084,1.576610777,1.55636402,1
kia,8101,0.2138144,170.3426737,4.875570917,4.875570917,2
kia,29787,0.7861856,254.1469769,253.0205794,253.0205794,0
kimberlyclark-corporation,12647,0.167465572,65.37194592,71.43109038,73.4140903,6
kimberlyclark-corporation,1585,0.020987818,57.81955836,147.0012618,202.9829653,9
kimberlyclark-corporation,59718,0.790757415,254.5413611,254.6277337,254.6845507,0
kimberlyclark-corporation,1570,0.020789195,166.1044586,177.6834395,185.5783439,8
kinder-morgan,62427,0.828911727,254.7614974,254.7004661,254.6900059,0
kinder-morgan,10165,0.13497185,1.287260207,1.287260207,1.287260207,1
kinder-morgan,1770,0.023502231,211.6107345,168.4011299,160.9881356,8
kinder-morgan,950,0.012614192,111.2326316,88.53263158,87.19684211,6
kindred-healthcare,3775,0.0521049,92.09483444,141.0635762,183.2325828,9
kindred-healthcare,64045,0.883988958,254.4345538,254.5335311,254.6323054,0
kindred-healthcare,4630,0.063906142,2.09049676,2.09049676,2.09049676,1
kitchenaid,45855,0.339344917,203.3767528,33.58800567,39.55655872,2
kitchenaid,89273,0.660655083,254.7119286,253.7537217,253.7900821,0
kkr,16799,0.225941817,73.00482172,17.27954045,75.01059587,7
kkr,57552,0.774058183,254.4002467,254.2568634,254.4062066,0
kohls,12093,0.702264808,254.0542463,254.0542463,254.0542463,0
kohls,4510,0.261904762,69.52727273,69.52727273,69.52727273,6
kohls,617,0.03583043,136.1118314,136.1118314,136.1118314,6
kraft,15026,0.230548523,226.1125383,2.376746972,26.05510449,2
kraft,6823,0.10468738,5.856954419,76.97889491,148.2075333,3
kraft,43326,0.664764097,254.2498961,253.4382588,253.6740987,0
kroger,3042,0.234957905,18.28895464,111.3809993,182.7245233,3
kroger,9905,0.765042095,251.0401817,252.6473498,253.8170621,0
l-brands,45403,0.898126718,254.0550624,254.0663613,254.0886505,0
l-brands,5150,0.101873282,108.0081553,112.6728155,117.0708738,6
l3-communications-holdings,6374,0.092915452,237.0318481,28.13727644,35.78741763,2
l3-communications-holdings,993,0.014475219,176.5941591,150.4390735,139.5115811,8
l3-communications-holdings,57854,0.84335277,254.7393784,254.5895357,254.4491997,0
l3-communications-holdings,3379,0.04925656,8.087303936,8.087303936,6.774489494,1
laboratory-corp-of-america,24091,0.330307808,4.63413723,130.5118509,165.0892034,9
laboratory-corp-of-america,48844,0.669692192,251.7207026,253.2235689,253.6942511,0
lam-research-corporation,57069,0.783419817,254.4056843,254.4056843,254.4056843,0
lam-research-corporation,14245,0.195549515,1.249420849,1.249420849,1.249420849,1
lam-research-corporation,1532,0.021030667,135.3178851,135.3178851,135.3178851,6
land-olakes,31566,0.142137968,224.2239123,39.73105809,39.54894318,2
land-olakes,29967,0.13493786,218.8124291,195.5961038,133.4653079,12
land-olakes,18266,0.08224964,47.26077669,65.03456209,56.71024812,1
