name,charming,cheerful,confident,contemporary,cool,corporate,daring,down-to-earth,exciting,familiar_with,family-oriented,favorability_rating,feminine,friendly,glamorous,good looking,hard working,honest,imaginative,independent,intelligent,leader,logo_consist,masculine,original,outdoorsy,purch_lik,purchased,real,reliable,rugged,secure,sentimental,sincere,small-town,smooth,spirited,successful,technical,tough,trendy,unique,up-to-date,upper class,western,wholesome,young
mckinsey,1,3,2,3,2,1,2,2,2,1,4,3,2,4,2,1,1,3,1,2,2,2,3,2,3,2,3,0,3,3,1,1,2,2,3,1,3,3,3,3,2,3,2,2,3,2,2
mckinsey,4,1,3,2,4,4,2,3,2,0,4,2,1,4,1,1,4,2,3,4,3,1,3,2,3,0,0,0,4,3,1,3,1,4,0,2,2,4,3,2,1,4,4,1,0,4,4
mckinsey,0,0,4,0,0,4,3,0,0,2,0,1,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
mckinsey,0,0,2,0,0,3,0,1,0,0,0,1,0,1,0,0,2,2,0,0,2,2,3,1,0,0,1,0,2,1,1,3,1,1,0,2,0,2,0,1,0,1,2,3,0,0,0
mckinsey,0,3,4,4,2,3,2,1,2,0,1,2,1,2,3,3,4,3,2,4,4,3,2,3,1,0,3,0,4,4,0,4,0,4,0,1,3,3,3,2,3,2,4,2,0,1,0
mckinsey,0,0,3,2,0,4,1,0,1,0,0,2,0,0,1,0,2,2,1,2,2,3,3,2,1,0,2,0,2,3,1,3,0,3,0,2,1,3,2,3,1,1,3,4,0,1,0
mckinsey,0,0,4,4,0,4,0,0,0,1,0,2,0,2,0,4,4,3,2,2,4,2,4,0,4,0,2,0,4,4,0,4,0,4,0,0,2,4,4,0,0,2,4,3,2,2,0
medtronic,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,3,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
medtronic,0,0,4,3,0,4,0,0,0,2,2,2,0,0,0,4,4,4,4,2,4,3,4,0,2,0,2,1,4,4,0,4,1,4,0,0,0,4,4,0,0,4,2,2,2,2,0
medtronic,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,0
medtronic,0,1,3,1,1,2,2,0,0,0,1,3,2,1,0,0,2,3,1,1,3,3,2,2,1,0,3,0,1,2,0,3,1,1,0,0,2,2,4,0,0,0,2,2,0,1,1
medtronic,0,0,4,1,0,3,0,2,0,0,0,2,0,0,0,0,3,2,0,1,4,2,2,0,2,0,2,0,2,3,0,2,3,3,0,0,0,3,4,0,0,1,4,0,0,1,0
medtronic,2,2,2,4,2,3,2,2,0,0,3,3,0,3,0,2,4,3,3,2,4,2,1,0,3,0,3,0,3,3,0,2,1,4,0,1,2,3,2,0,0,2,4,0,1,4,0
medtronic,0,0,3,0,0,1,0,3,0,0,1,1,0,1,0,0,3,1,3,0,3,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,4,0,0,2,3,0,0,0,0
medtronic,0,2,4,3,3,3,4,3,3,0,4,4,0,3,0,2,4,3,4,3,4,4,4,0,4,0,2,0,4,3,0,3,0,3,0,3,3,4,4,3,3,4,4,0,0,3,0
medtronic,1,1,2,1,3,1,2,2,1,0,2,2,1,2,1,1,3,2,2,2,3,3,2,2,2,1,2,0,1,2,1,2,1,2,3,2,2,2,3,1,1,2,1,1,2,2,1
medtronic,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
medtronic,3,3,4,0,3,0,3,2,3,0,3,3,2,3,2,2,4,3,4,0,4,3,3,1,3,0,3,0,4,3,0,3,2,4,0,2,4,3,4,2,4,3,4,0,0,3,3
medtronic,1,2,4,3,2,1,1,1,2,0,0,2,0,3,0,1,3,3,3,2,2,2,2,0,3,0,2,0,2,3,1,3,0,3,0,0,2,3,0,2,0,3,3,0,0,1,1
medtronic,3,1,4,4,3,4,3,2,2,0,1,2,0,1,3,3,3,3,2,4,4,4,2,3,3,0,3,0,3,2,1,3,0,2,0,4,1,4,4,2,1,3,4,4,0,2,2
medtronic,3,3,4,3,2,2,3,3,1,1,4,3,1,3,2,2,4,3,2,4,4,3,3,2,2,1,2,0,3,4,1,4,2,4,2,2,2,4,4,1,2,2,3,1,3,3,1
medtronic,0,0,1,2,0,1,0,2,0,0,2,2,0,2,0,0,1,2,0,2,1,3,4,0,1,0,2,0,1,3,0,1,0,2,0,0,0,4,3,0,0,0,3,0,0,2,0
medtronic,0,1,4,1,1,1,2,2,2,0,2,2,0,2,0,0,1,3,3,3,2,3,3,0,3,0,3,0,4,4,0,3,2,4,0,1,3,2,4,3,1,4,4,0,3,3,2
medtronic,0,0,4,2,0,4,1,1,0,0,1,2,0,1,1,0,3,2,1,0,4,2,3,0,1,0,2,0,3,3,0,3,0,2,0,2,2,3,3,0,0,1,3,2,2,1,0
medtronic,0,0,2,2,0,4,2,0,1,1,0,2,2,0,0,0,2,2,2,1,2,3,2,2,1,0,2,0,4,2,1,2,0,2,0,2,0,3,4,0,0,1,3,1,1,0,1
medtronic,2,2,3,3,3,2,2,2,2,2,2,1,1,3,3,2,3,2,1,2,3,2,3,1,3,2,1,0,3,3,0,3,3,2,1,1,2,3,4,2,2,2,3,3,0,2,1
medtronic,0,0,2,1,0,3,0,0,0,0,0,3,0,0,0,0,1,3,1,1,3,4,2,0,2,0,2,0,1,3,0,0,0,2,0,0,0,3,3,0,0,1,4,0,0,0,0
mercedes-benz,4,3,4,3,4,4,4,1,4,2,4,4,1,3,4,4,3,3,4,4,4,4,4,1,4,4,3,0,4,3,3,4,1,3,0,4,4,4,4,3,4,4,4,4,0,4,2
mercedes-benz,1,0,2,3,4,2,3,0,3,2,0,3,0,0,4,4,0,2,3,0,2,3,3,0,3,0,2,0,1,3,0,0,0,1,0,2,3,4,2,0,4,3,4,4,0,0,1
mercedes-benz,0,0,2,2,2,4,1,0,1,1,0,2,0,0,4,1,1,1,0,3,2,2,2,0,2,0,1,0,0,1,0,3,1,0,0,3,1,3,2,0,1,2,1,4,0,0,0
mercedes-benz,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,3
mercedes-benz,2,2,4,3,3,2,3,2,3,2,2,3,1,2,3,4,4,3,3,4,3,4,4,3,3,2,3,0,3,4,2,4,2,3,0,2,2,4,3,3,3,2,3,4,4,2,2
mercedes-benz,0,0,3,3,1,3,1,1,1,2,1,3,0,1,3,2,3,1,1,3,3,3,3,1,2,0,3,0,2,3,2,3,0,1,0,1,1,4,1,3,1,3,2,3,2,0,0
mercedes-benz,4,1,4,1,4,4,3,1,2,2,1,2,0,2,4,1,3,4,0,4,4,2,4,4,0,4,2,0,4,4,4,4,1,1,0,2,2,4,4,4,4,4,1,4,1,4,2
mercedes-benz,0,0,0,0,0,3,0,0,1,1,2,2,0,0,2,3,2,2,0,1,2,2,2,0,0,1,1,0,2,3,0,2,0,1,0,0,0,3,2,0,2,1,2,3,0,0,0
mercedes-benz,1,2,4,4,3,4,2,1,3,2,2,4,1,2,4,4,3,4,3,3,3,4,3,3,4,2,4,1,4,4,2,4,1,4,0,4,4,4,3,2,0,3,4,4,3,1,2
mercedes-benz,3,2,3,2,2,2,3,2,3,2,2,3,1,2,3,3,3,2,3,3,3,3,3,1,3,0,2,0,3,2,0,4,2,3,0,3,3,4,2,1,1,3,3,4,1,1,0
mercedes-benz,0,0,4,3,3,0,1,0,4,1,0,2,0,0,4,4,0,2,2,3,2,2,3,0,0,0,0,0,0,1,0,2,0,1,0,4,3,4,0,0,4,0,4,4,0,0,2
mercedes-benz,3,1,4,2,4,3,2,1,3,2,2,4,1,2,4,4,1,3,2,3,4,2,3,3,3,2,4,0,3,4,2,4,1,3,0,3,3,4,3,4,4,2,4,4,1,3,1
mercedes-benz,0,0,1,0,2,4,1,0,2,2,0,3,0,0,4,0,0,0,1,0,1,2,3,1,0,0,3,0,0,1,0,3,0,1,0,2,1,3,1,0,2,1,0,4,0,0,0
mercedes-benz,1,2,4,3,2,2,1,1,3,2,1,3,1,1,2,3,3,2,3,3,3,3,2,2,2,0,2,0,3,3,0,3,0,3,0,3,2,4,3,1,1,2,4,4,0,1,1
mercedes-benz,4,0,3,4,4,3,3,0,4,2,0,2,2,0,4,4,0,3,4,4,4,4,3,2,2,0,2,0,0,4,0,2,0,0,0,3,4,4,1,0,3,4,4,4,1,0,0
mercedes-benz,1,1,1,1,3,3,2,1,3,1,1,2,2,2,3,2,1,3,1,1,3,3,3,2,2,1,2,0,2,1,1,3,1,1,1,2,1,3,1,1,2,1,1,4,0,1,2
mercedes-benz,2,0,3,0,0,4,0,0,2,2,0,2,0,0,2,0,0,0,0,2,2,2,2,2,0,1,2,0,0,3,0,1,0,0,0,0,0,4,3,0,0,0,0,3,2,0,0
mercedes-benz,2,2,3,3,4,3,2,3,3,1,2,3,1,3,4,3,3,2,3,3,3,3,3,3,4,2,2,0,3,3,2,3,1,3,1,3,3,3,2,3,2,3,4,3,2,2,1
mercedes-benz,1,1,3,2,3,2,1,0,4,1,0,3,0,2,4,3,2,2,2,3,3,1,2,0,3,2,0,0,3,2,0,2,0,2,0,1,1,3,2,1,2,2,3,4,1,1,0
mercedes-benz,4,2,4,4,4,4,4,2,4,2,0,4,0,2,4,4,4,2,4,4,4,4,3,0,4,0,4,0,4,4,0,4,0,2,0,4,4,4,4,0,4,4,4,4,4,0,2
merck,0,0,2,2,0,3,1,1,2,2,1,3,1,1,1,0,2,2,2,3,3,3,2,1,2,0,3,0,2,2,0,2,1,2,0,1,2,2,1,1,0,2,2,2,0,1,0
merck,3,3,3,1,1,3,1,2,2,0,3,2,1,3,1,1,2,2,2,1,2,3,3,1,1,0,1,0,2,2,1,3,1,2,0,2,2,3,2,1,1,1,1,3,1,3,1
merck,2,1,3,3,2,4,3,2,1,0,2,1,3,2,2,2,3,2,2,3,3,1,1,3,1,1,2,0,2,3,2,3,2,2,1,1,1,3,4,3,2,1,4,3,3,2,1
merck,0,0,4,2,0,4,2,0,0,2,0,2,2,0,0,1,2,2,4,2,4,3,4,0,2,0,3,1,4,2,0,4,2,1,2,0,2,4,4,0,0,2,1,2,0,0,0
merck,0,0,3,0,0,4,3,0,0,2,0,0,0,0,0,0,3,0,0,0,3,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0
merck,2,2,3,1,0,3,2,2,1,0,2,2,0,3,0,0,3,2,0,4,3,3,2,3,2,1,2,0,3,3,2,3,2,3,0,2,2,3,0,2,0,1,3,0,0,1,0
merck,1,0,4,2,0,4,1,0,0,2,0,1,0,1,0,0,2,1,3,1,4,2,1,0,2,0,2,1,0,2,0,3,0,1,0,2,2,4,4,0,0,1,3,2,2,0,0
merck,0,1,3,0,0,4,3,0,2,2,2,2,0,2,1,0,3,3,2,3,3,4,3,3,1,0,2,1,3,2,0,3,0,1,0,1,1,3,1,1,0,2,3,1,0,0,0
merck,0,0,3,2,0,3,1,2,1,0,0,2,0,1,2,1,2,2,0,1,2,2,3,2,1,0,2,0,3,3,0,2,0,2,0,1,1,3,2,1,0,0,2,2,0,2,0
merck,1,2,3,3,1,1,2,3,1,0,2,2,0,3,0,1,3,3,2,1,3,3,3,2,3,0,1,0,3,3,1,2,1,3,0,1,3,3,0,1,1,3,3,1,0,1,1
merck,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,3,2,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
merck,0,0,2,0,0,2,2,0,0,0,1,1,0,2,0,0,3,1,0,1,3,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,2,3,0,0,0,3,1,0,1,0
merck,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
merck,1,3,3,0,2,3,2,1,3,2,1,3,0,1,1,0,2,3,2,0,2,3,2,0,3,0,2,0,2,2,0,1,0,1,0,3,1,2,2,0,4,3,2,0,1,3,2
merck,0,4,4,4,0,2,0,0,0,1,0,3,0,2,0,0,4,2,0,4,4,2,3,0,0,0,2,0,4,4,0,4,0,4,0,0,2,2,4,0,0,0,4,0,4,0,0
merck,1,1,4,1,1,4,2,2,2,1,2,1,2,1,2,0,3,2,3,2,4,4,2,2,1,1,3,0,3,2,1,2,1,1,0,2,3,4,4,1,3,1,4,2,1,2,0
merck,1,0,2,1,0,4,1,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1,3,2,1,0
merck,4,2,4,2,2,4,4,4,2,2,4,4,4,3,0,2,4,4,4,4,4,4,4,4,3,0,4,0,4,4,2,4,2,4,4,4,4,4,4,4,4,3,4,4,2,4,0
merck,1,2,3,2,0,2,2,1,2,1,0,1,0,2,0,0,3,2,2,1,2,3,2,0,2,0,2,0,1,2,1,2,0,1,0,0,1,4,0,0,0,3,2,0,0,1,0
merck,2,0,0,2,0,1,0,0,2,0,1,1,2,1,2,2,0,2,1,2,1,1,1,0,1,0,2,0,2,1,0,1,3,2,0,0,2,2,0,0,2,1,2,2,0,1,0
microsoft,2,1,3,3,1,3,2,0,1,2,2,3,0,0,1,0,1,2,2,2,2,4,3,2,3,0,3,1,1,2,0,3,0,1,2,2,2,4,4,1,0,1,4,1,0,2,2
microsoft,1,2,4,1,1,4,2,2,1,2,3,2,0,3,1,1,3,2,2,1,4,4,2,2,2,0,3,1,2,2,0,4,2,2,0,1,1,4,4,3,2,3,3,3,4,2,1
microsoft,0,0,3,1,0,3,0,0,1,2,0,3,0,0,2,3,0,2,1,0,3,4,2,0,1,0,3,1,3,3,0,4,0,1,0,0,0,3,3,0,3,1,3,2,2,0,0
microsoft,2,2,2,2,2,4,0,4,3,2,4,2,2,4,1,1,1,1,1,1,4,3,3,4,4,0,1,1,4,2,0,4,4,3,0,1,1,3,4,0,3,3,4,4,0,1,0
microsoft,3,3,3,3,4,3,3,2,3,2,2,3,0,2,3,3,0,3,3,4,3,4,3,3,3,0,3,1,3,3,0,4,3,3,0,2,3,4,3,3,4,3,4,3,0,3,1
microsoft,1,2,1,3,4,4,1,2,3,2,2,2,2,2,3,3,1,3,3,0,2,4,1,1,4,0,3,1,2,2,2,3,3,3,0,1,3,4,4,4,2,4,2,4,2,1,2
microsoft,3,3,4,4,2,4,3,3,2,2,2,3,1,4,3,4,3,3,3,4,4,4,4,2,3,0,4,1,3,3,0,2,0,3,0,4,4,4,4,1,3,3,4,2,0,3,1
microsoft,1,3,3,4,3,3,2,2,3,2,3,3,0,3,2,0,3,3,2,4,3,3,3,3,2,0,3,1,3,3,0,3,0,3,0,2,2,4,4,1,3,2,4,2,3,2,0
microsoft,3,4,4,2,4,4,4,2,4,2,4,4,0,4,4,4,4,4,4,4,4,4,4,2,4,0,4,1,4,4,0,4,0,4,0,4,4,4,4,2,4,3,4,4,2,3,4
microsoft,2,2,4,4,2,2,2,3,3,2,2,3,0,3,2,2,3,3,4,4,4,4,2,0,4,0,4,1,4,4,0,4,0,4,2,4,2,4,4,4,3,4,4,2,2,2,2
microsoft,0,0,3,3,1,3,3,0,0,2,0,2,0,0,0,3,3,3,3,0,3,3,2,0,0,0,3,1,3,3,0,3,0,3,0,3,3,3,3,0,1,1,3,3,0,0,0
microsoft,2,3,4,0,2,0,2,0,2,2,2,3,0,3,0,1,4,3,3,3,4,4,3,2,3,0,3,1,3,3,0,3,0,3,0,2,3,3,4,2,2,2,3,0,0,1,2
microsoft,2,0,3,1,4,3,0,0,3,2,2,3,0,3,1,0,1,3,2,2,1,2,3,0,4,0,4,1,3,4,0,3,0,4,0,2,3,3,1,0,1,4,4,1,0,2,3
microsoft,2,3,4,1,3,4,2,3,3,2,2,3,1,2,2,1,3,3,3,3,4,3,3,2,4,2,3,1,4,3,2,3,1,3,1,2,3,4,3,2,4,3,3,3,2,3,3
microsoft,1,1,4,1,2,3,1,2,2,2,1,2,1,1,1,1,3,3,2,1,2,3,2,2,2,1,3,1,4,2,2,3,1,2,1,1,1,4,4,3,1,1,1,2,2,3,1
microsoft,0,0,4,3,0,4,0,0,3,2,2,1,0,0,1,2,2,4,2,2,3,3,1,0,3,0,3,1,4,2,0,3,0,1,0,0,2,4,4,0,0,1,1,2,4,2,0
microsoft,2,2,4,4,1,2,4,0,2,2,3,3,1,3,1,3,3,3,4,4,4,4,3,1,3,0,4,1,2,2,0,3,0,2,0,1,4,4,4,0,1,2,4,1,1,2,1
microsoft,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
microsoft,3,2,3,3,3,4,4,2,3,2,3,4,2,3,3,3,4,3,4,4,3,4,3,2,3,1,4,1,4,4,2,4,2,3,0,3,3,4,4,2,4,3,4,2,4,2,2
microsoft,1,1,4,4,2,4,4,0,2,2,1,3,2,1,1,3,4,3,3,1,4,4,3,3,3,0,4,1,3,3,0,2,1,2,0,2,3,4,4,2,3,3,4,1,4,1,1
monsanto-company,0,0,2,1,0,4,1,1,0,2,0,0,0,0,0,0,1,0,2,0,3,4,1,0,0,1,2,0,0,3,0,3,0,0,1,0,0,4,0,0,0,1,2,0,0,0,0
monsanto-company,0,1,3,3,3,4,4,1,2,0,0,1,0,2,0,2,3,2,3,4,4,1,2,4,3,4,0,0,2,2,2,2,0,2,0,2,2,2,3,2,1,3,4,0,2,1,3
monsanto-company,1,2,3,3,1,4,3,2,1,1,2,2,1,2,0,1,3,1,1,1,3,4,2,2,2,1,2,1,2,2,1,3,1,2,1,2,2,4,0,3,1,3,3,2,2,1,1
monsanto-company,1,0,4,0,0,4,4,0,0,2,0,0,0,1,0,2,2,0,3,1,4,4,3,1,1,2,2,0,0,2,0,2,0,0,0,1,2,3,3,1,0,2,3,3,3,0,0
monsanto-company,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,3,3,3,2,0,2,4,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0
monsanto-company,0,0,3,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,1,3,3,4,2,3,0,2,1,0,2,1,2,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0
monsanto-company,2,2,3,1,1,4,1,4,1,1,3,3,1,3,1,2,3,3,1,2,4,3,3,3,2,4,2,1,3,4,4,3,1,3,2,3,2,4,0,3,1,2,2,3,3,3,1
monsanto-company,0,2,4,0,4,2,3,3,2,0,1,3,4,2,3,4,3,2,3,3,2,3,4,3,4,4,2,0,4,2,4,2,3,4,2,3,2,2,0,1,2,4,1,1,3,1,1
monsanto-company,2,2,3,2,3,2,1,2,2,0,4,3,4,2,1,1,2,2,2,2,2,2,3,2,2,2,4,0,2,2,2,4,1,3,1,4,2,2,2,2,1,2,2,4,3,4,3
monsanto-company,0,1,2,0,2,3,1,1,2,1,0,2,0,2,1,0,2,2,3,3,4,2,1,2,1,2,2,0,4,3,1,3,0,2,0,1,2,2,2,0,2,1,1,1,2,1,1
monsanto-company,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,2,1,2,0,0,0
monsanto-company,0,1,4,2,0,3,4,2,0,1,2,1,0,2,0,0,3,2,3,1,3,4,2,1,2,4,2,0,1,2,1,4,0,2,1,2,3,3,4,2,0,3,3,2,4,1,1
monsanto-company,0,0,4,2,0,4,0,0,0,2,2,2,0,0,0,0,4,2,0,0,4,4,4,0,4,4,3,1,4,4,0,4,0,4,0,0,0,4,4,0,0,2,4,2,2,1,0
monsanto-company,0,0,1,1,0,2,0,0,0,1,0,4,0,0,0,0,3,3,1,1,2,3,4,0,2,1,3,0,2,3,2,0,0,3,1,0,0,3,3,3,0,1,2,0,0,0,0
monsanto-company,2,1,1,2,0,2,2,3,1,1,2,0,2,2,0,1,3,2,1,2,1,2,4,2,0,4,2,0,2,1,1,2,3,2,2,1,1,3,1,1,0,1,2,2,2,2,1
monsanto-company,2,2,1,3,0,3,3,1,0,0,0,3,0,1,1,0,4,2,1,0,2,3,4,4,1,3,2,0,0,0,3,1,3,1,0,0,3,0,3,0,1,2,1,0,3,3,0
monsanto-company,1,1,3,3,0,2,2,3,1,1,2,2,1,3,0,1,4,3,3,4,4,4,3,4,3,4,2,0,3,3,3,3,2,3,2,1,2,4,4,3,1,3,3,1,2,2,0
monsanto-company,0,0,2,1,0,4,2,4,0,2,0,0,0,1,0,1,4,1,3,3,3,3,3,3,2,4,3,1,2,1,4,0,0,1,3,0,3,3,1,4,1,3,4,0,4,0,0
monsanto-company,2,2,3,0,1,0,2,2,1,0,0,2,0,2,0,0,2,3,1,2,2,2,2,1,1,3,2,0,1,2,1,2,2,2,3,1,2,2,3,1,0,2,1,0,2,3,0
monsanto-company,2,2,4,2,2,2,3,3,2,1,3,3,1,3,1,2,4,3,3,3,3,4,4,2,3,4,2,0,3,4,3,2,2,3,1,2,3,4,3,2,2,2,3,1,3,3,2
mtv,1,0,4,4,2,0,3,0,2,2,0,1,1,0,2,1,0,1,2,2,0,1,3,1,2,0,0,0,1,0,0,0,0,1,0,0,4,2,0,0,3,2,4,0,2,0,4
mtv,2,4,2,3,4,3,3,1,3,2,3,3,2,4,2,1,2,3,3,3,2,3,4,2,3,1,2,0,3,3,1,3,1,4,1,2,3,3,1,1,3,3,4,1,1,3,3
mtv,3,3,4,3,3,4,4,2,4,2,2,2,2,3,2,3,2,2,4,3,1,4,4,2,3,0,3,1,3,3,0,3,3,2,0,2,4,4,3,1,4,3,4,0,2,2,4
mtv,0,0,1,0,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2
mtv,0,2,4,3,3,0,3,0,4,1,0,0,2,1,4,1,0,1,3,4,0,2,2,2,2,0,0,0,0,1,0,2,0,2,0,3,4,3,3,2,4,2,1,0,0,0,4
mtv,3,4,4,4,4,2,4,2,4,2,2,3,0,4,4,4,4,3,4,4,3,4,4,0,4,0,3,1,3,3,0,4,2,3,0,4,4,4,3,4,4,4,4,2,2,2,4
mtv,3,3,3,3,3,2,3,3,3,2,3,3,3,3,0,2,3,3,3,3,1,3,3,3,2,0,3,0,3,3,0,1,0,1,0,3,0,3,3,3,3,0,2,0,3,3,3
mtv,1,1,1,1,2,0,2,0,2,2,0,1,1,0,2,1,0,2,3,1,0,1,1,2,2,0,2,1,1,0,1,1,0,0,0,1,3,2,0,1,3,2,2,0,0,0,4
mtv,1,1,3,2,2,4,2,2,3,2,2,2,2,2,2,2,2,3,3,2,4,1,4,2,2,2,3,1,4,2,0,4,2,2,0,0,4,2,4,0,1,2,1,3,2,1,2
mtv,3,3,3,2,3,4,4,1,2,1,4,3,1,3,2,2,3,3,4,2,3,3,3,3,3,0,2,0,4,3,2,3,1,3,0,4,4,4,3,3,3,4,4,1,1,3,4
mtv,4,4,4,4,4,0,4,4,4,2,0,4,0,0,2,4,2,4,4,4,4,4,4,0,4,4,2,0,4,4,0,4,0,4,0,4,4,4,2,0,4,4,4,0,4,0,4
mtv,2,4,2,1,3,2,1,2,3,2,3,3,2,2,1,2,3,2,1,2,2,1,3,2,3,1,3,1,1,3,1,2,2,2,1,2,1,2,1,3,1,3,3,1,3,2,1
mtv,2,3,3,0,4,0,4,1,3,2,1,3,0,2,1,3,3,2,4,4,3,3,3,3,4,0,3,1,4,3,0,2,0,2,0,3,3,4,4,2,4,4,4,0,0,0,4
mtv,3,3,4,4,4,4,4,4,3,2,2,4,4,4,3,4,4,2,3,4,4,3,4,1,3,3,3,0,3,3,2,2,3,4,0,3,4,3,4,3,4,3,3,2,1,3,3
mtv,0,0,3,2,0,4,2,0,3,2,0,0,0,0,3,1,0,1,1,3,0,1,3,2,1,0,0,1,0,0,1,1,0,0,1,0,2,2,1,2,1,2,1,1,0,0,2
mtv,1,3,3,4,4,0,4,0,3,2,0,1,1,2,2,2,1,3,4,4,0,2,4,1,4,0,1,1,0,2,0,4,0,0,0,2,4,3,0,0,4,2,4,0,0,0,4
mtv,2,3,3,3,3,0,2,1,2,2,1,3,0,2,1,2,2,1,2,3,3,1,3,1,3,0,1,0,3,2,1,3,0,2,0,2,3,3,3,0,3,3,3,0,0,1,3
mtv,0,2,3,3,4,0,4,1,3,2,0,4,0,2,1,3,0,1,3,2,0,1,3,0,3,0,4,1,3,0,0,0,0,0,0,1,3,2,0,0,4,4,3,0,0,0,4
mtv,0,0,3,2,2,3,2,0,1,2,0,3,0,1,0,0,0,3,3,2,0,3,4,0,3,0,3,0,0,1,0,2,0,1,0,1,2,4,2,0,4,2,3,0,0,0,1
mtv,2,3,4,3,4,2,4,2,4,2,2,3,1,3,1,3,2,3,3,4,2,4,4,3,3,2,3,1,4,3,2,3,1,3,1,2,2,3,2,2,4,2,4,1,4,1,4
netflix,3,3,3,2,4,2,2,3,4,2,2,4,1,3,3,3,3,3,3,3,3,3,3,2,3,1,4,1,4,3,1,3,2,3,0,2,3,4,3,3,3,3,3,2,2,3,3
netflix,0,0,2,0,0,3,3,0,1,2,0,2,0,0,0,0,1,1,2,0,2,3,3,2,0,0,2,1,0,1,0,3,0,1,0,0,1,4,4,0,0,1,2,2,0,0,0
netflix,3,4,3,3,3,1,3,3,3,2,2,3,1,4,1,3,3,4,3,1,1,4,3,1,2,0,4,1,3,3,0,3,2,4,0,2,3,4,2,1,2,2,4,3,4,2,2
netflix,1,3,4,2,3,2,3,2,4,2,3,4,2,3,2,3,3,3,4,4,4,3,3,2,3,0,4,1,3,4,1,4,2,3,0,3,3,4,3,0,4,3,4,2,3,1,3
netflix,1,1,3,4,2,4,0,3,2,2,2,3,0,3,0,2,0,3,2,4,3,3,4,0,4,0,3,1,2,3,0,4,2,3,0,0,2,3,4,0,0,2,2,2,2,3,0
netflix,3,4,4,4,4,2,4,3,4,2,3,4,0,3,3,4,3,2,4,4,3,4,4,2,4,0,4,1,3,2,2,3,1,3,1,4,4,4,2,1,4,4,4,3,0,2,4
netflix,0,0,3,2,0,2,2,0,1,2,0,3,0,0,0,0,0,0,2,2,0,4,2,0,0,0,4,1,0,3,0,1,0,0,0,0,0,4,3,0,2,0,2,0,0,0,2
netflix,0,1,1,0,3,2,0,1,1,2,2,3,0,1,0,1,0,1,2,1,2,2,3,0,3,0,4,1,2,2,0,1,0,1,0,0,0,3,3,0,0,3,2,0,0,1,0
netflix,2,2,3,3,4,2,2,1,3,2,3,4,0,2,0,3,0,3,3,1,2,4,4,0,4,0,4,1,1,3,0,1,0,1,0,1,2,3,1,0,4,3,4,0,1,1,1
netflix,2,3,3,3,3,3,3,2,3,2,2,3,1,3,2,3,3,2,4,1,3,4,3,2,3,0,4,1,3,3,1,2,1,3,0,2,3,4,3,3,4,2,4,2,1,1,1
netflix,3,3,4,4,4,2,4,2,4,2,4,3,2,3,2,3,3,3,3,2,3,4,3,2,3,0,4,1,3,4,2,3,2,2,0,3,3,4,4,2,4,2,4,2,3,3,3
netflix,2,2,3,4,3,0,4,3,2,2,3,4,2,3,0,3,3,3,3,4,3,3,3,1,4,1,3,1,2,3,1,3,2,3,2,2,3,3,2,2,3,3,4,0,2,2,3
