StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q41,14_Q2,15_Q2,16_Q2,17_Q2,18_Q2,19_Q2,20_Q2,21_Q2,22_Q2,23_Q2,24_Q2,25_Q2,14_Q86,15_Q86,16_Q86,17_Q86,18_Q86,19_Q86,20_Q86,21_Q86,22_Q86,23_Q86,24_Q86,25_Q86,14_Q88,15_Q88,16_Q88,17_Q88,18_Q88,19_Q88,20_Q88,21_Q88,22_Q88,23_Q88,24_Q88,25_Q88,14_Q90,15_Q90,16_Q90,17_Q90,18_Q90,19_Q90,20_Q90,21_Q90,22_Q90,23_Q90,24_Q90,25_Q90,14_Q92,15_Q92,16_Q92,17_Q92,18_Q92,19_Q92,20_Q92,21_Q92,22_Q92,23_Q92,24_Q92,25_Q92,Q44,Q45,Q46,WBLID,Session,Payment,Bonus,Retake,Complete
2021-02-03 10:52:46,2021-02-03 10:55:47,IP Address,100,181,True,2021-02-03 10:55:48,R_2rwrZ53W5oSmIrC,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,59800,120125,3 Amazon Gift Card,0,False,2021-02-03T10:55:47-05:00
2021-02-03 10:51:37,2021-02-03 10:56:07,IP Address,100,270,True,2021-02-03 10:56:07,R_3GeNvncNrSvobCm,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60169,120125,3 Amazon Gift Card,0,False,2021-02-03T10:56:07-05:00
2021-02-03 10:52:18,2021-02-03 10:56:10,IP Address,100,232,True,2021-02-03 10:56:11,R_1LbMbmKnRnAR3Ob,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/7},,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63639,120125,3 Amazon Gift Card,0,False,2021-02-03T10:56:10-05:00
2021-02-03 10:52:55,2021-02-03 10:56:25,IP Address,100,210,True,2021-02-03 10:56:26,R_1eDEPmUeUT6NKqq,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51648,120125,3 Amazon Gift Card,0,False,2021-02-03T10:56:25-05:00
2021-02-03 10:53:26,2021-02-03 10:56:31,IP Address,100,184,True,2021-02-03 10:56:31,R_r7keguBFzmOi1Tb,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,58278,120125,3 Amazon Gift Card,0,False,2021-02-03T10:56:31-05:00
2021-02-03 10:50:48,2021-02-03 10:57:09,IP Address,100,380,True,2021-02-03 10:57:09,R_2B4ZEmTJcw0KEgi,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60127,120125,3 Amazon Gift Card,0,False,2021-02-03T10:57:09-05:00
2021-02-03 10:53:14,2021-02-03 10:57:11,IP Address,100,237,True,2021-02-03 10:57:11,R_29uBO8XCdZlXW1q,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51099,120125,3 Amazon Gift Card,0,False,2021-02-03T10:57:11-05:00
2021-02-03 10:53:03,2021-02-03 10:57:20,IP Address,100,256,True,2021-02-03 10:57:21,R_2TI5ooIJ67AnWqO,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,59858,120125,3 Amazon Gift Card,0,False,2021-02-03T10:57:20-05:00
2021-02-03 10:53:55,2021-02-03 10:57:46,IP Address,100,230,True,2021-02-03 10:57:46,R_pi1MjKRjKs3iFYB,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58724,120125,3 Amazon Gift Card,0,False,2021-02-03T10:57:46-05:00
2021-02-03 10:53:46,2021-02-03 10:57:58,IP Address,100,252,True,2021-02-03 10:57:58,R_0NiPWdpAwPUh1wl,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,52258,120125,3 Amazon Gift Card,0,False,2021-02-03T10:57:58-05:00
2021-02-03 10:52:30,2021-02-03 10:58:15,IP Address,100,344,True,2021-02-03 10:58:15,R_41kZXiNDiAIlCWR,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,64889,120125,3 Amazon Gift Card,0,False,2021-02-03T10:58:15-05:00
2021-02-03 10:51:02,2021-02-03 10:58:15,IP Address,100,433,True,2021-02-03 10:58:15,R_ahi3RyPSzTSpT8J,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},United States,1-4 years,18-24,59821,120125,3 Amazon Gift Card,0,False,2021-02-03T10:58:15-05:00
2021-02-03 10:52:12,2021-02-03 10:58:17,IP Address,100,364,True,2021-02-03 10:58:17,R_1FgePuCGUvwr7UG,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,4-10 years,18-24,48776,120125,3 Amazon Gift Card,0,False,2021-02-03T10:58:17-05:00
2021-02-03 10:50:44,2021-02-03 10:58:38,IP Address,100,474,True,2021-02-03 10:58:38,R_1DvYE2T43gN3pca,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/7},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49045,120125,3 Amazon Gift Card,0,False,2021-02-03T10:58:38-05:00
2021-02-03 10:52:50,2021-02-03 10:58:39,IP Address,100,349,True,2021-02-03 10:58:40,R_3nOZ7q05lEO4xfU,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58657,120125,3 Amazon Gift Card,0,False,2021-02-03T10:58:39-05:00
2021-02-03 10:52:35,2021-02-03 10:59:13,IP Address,100,398,True,2021-02-03 10:59:13,R_1r6OCKbNqlJCpcR,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/6},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60527,120125,3 Amazon Gift Card,0,False,2021-02-03T10:59:13-05:00
2021-02-03 10:51:27,2021-02-03 10:59:27,IP Address,100,480,True,2021-02-03 10:59:27,R_W6ew9iMECXHwrWF,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/7},${lm://Field/6},${lm://Field/6},${lm://Field/6},${lm://Field/7},${lm://Field/7},${lm://Field/6},${lm://Field/7},,,,,,,,,,,,,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,45824,120125,3 Amazon Gift Card,0,False,2021-02-03T10:59:27-05:00
