chars,colors,corners,edge,entropy,feat_size,feats,h_mean,h_sd,ht,name,perc_white,s_mean,s_sd,v_mean,v_sd,wt
10,2,73,0.029722658,1.348187221,0.010084034,17,2.62E-05,0.003616832,70,cvs,0.851753009,0.11149187,0.290852175,0.976754394,0.976754394,273
32,2,152,0.06240089,1.348017357,0.007027253,37,0.173617057,0.266853823,182,ibm,0.719029072,0.222586142,0.371408168,0.935378015,0.935378015,395
0,3,45,0.038858884,1.343455399,0.198755614,7,0.254675224,0.261665872,174,ikea,0.304113004,0.686059061,0.459888265,0.861017131,0.861017131,415
0,3,93,0.043216059,1.342758426,0.015233087,18,0.16843701,0.262841179,98,navistar-international-corporation,0.714640457,0.258649228,0.431266591,0.829945966,0.829945966,489
4,4,18,0.02765654,1.342427396,0.152169805,8,0.062551253,0.123536469,285,ups,0.381871345,0.491084183,0.415201626,0.739520026,0.739520026,246
17,2,166,0.031710162,1.341819688,0.006464242,34,0.112371051,0.230580894,114,dte-energy-co,0.830538951,0.131890547,0.319326876,0.937228411,0.937228411,361
6,4,152,0.031981872,1.336671773,0.020984811,20,0.027480599,0.120035867,157,freeport-mcmoran,0.669016414,0.050945771,0.216485257,0.714837594,0.714837594,1040
17,4,117,0.022544215,1.334722071,0.006262874,24,0.062645985,0.131337523,95,barnes-noble,0.822288515,0.040880229,0.097193566,0.904398792,0.904398792,247
0,3,77,0.018837537,1.334665714,0.015322275,8,0.088664112,0.219631033,327,danaher,0.865290041,0.080323372,0.253383561,0.915743098,0.915743098,638
1,4,139,0.019937216,1.334490162,0.176983364,3,0.098351635,0.127446484,129,stanley-black--decker,0.384598629,0.561643691,0.473629463,0.917960101,0.917960101,605
15,3,146,0.030580958,1.33099935,0.00347083,44,0.058237547,0.13896759,169,crown-holdings-inc,0.839913932,0.10589587,0.272306558,0.937361274,0.937361274,440
0,3,64,0.044601381,1.327266202,0.071905733,6,0.373377547,0.429942726,236,rite-aid-corporation,0.550156937,0.366057001,0.423704563,0.910407851,0.910407851,270
2,4,79,0.039962445,1.326045399,0.015882554,15,0.076383105,0.263112655,202,honda,0.826015705,0.064062777,0.229982555,0.935963757,0.935963757,290
24,5,264,0.041471248,1.324903322,0.005769792,43,0.117639406,0.313251044,128,washington-post,0.822262439,0.018278377,0.06831255,0.873444097,0.873444097,613
1,2,87,0.034632892,1.324763835,0.028986826,13,0.23410461,0.287665069,166,progressive,0.611808135,0.310961879,0.397813071,0.86385813,0.86385813,1064
25,6,172,0.024687125,1.323253362,0.004707605,37,0.02286495,0.104492374,152,hp-enterprise,0.854084519,0.024707294,0.146904307,0.894013944,0.894013944,307
0,5,25,0.028052688,1.320457558,0.170608758,7,0.022128004,0.068119074,265,lego,0.391812033,0.510337445,0.485059591,0.889901228,0.889901228,265
0,2,65,0.041040857,1.31906044,0.10479838,4,0.438457231,0.49249681,239,pizza-hut,0.56463685,0.321759913,0.372055708,0.971633296,0.971633296,251
14,6,60,0.020378457,1.316153072,0.005552468,25,0.062085334,0.228584207,66,estee-lauder,0.891226677,0.005295904,0.027354123,0.940669474,0.940669474,229
1,3,192,0.051259117,1.315023941,0.013130132,18,0.109743127,0.231870803,169,dr-horton,0.744819045,0.18241914,0.330262637,0.90035735,0.90035735,430
11,3,110,0.04453405,1.309337128,0.008636553,28,0.183766936,0.319584544,120,mondelez-international,0.757549283,0.168290027,0.318134976,0.889616277,0.889616277,372
0,2,34,0.041936479,1.306748197,0.085831021,4,0,0,141,lilly,0.816404564,0.158460923,0.34955463,0.976148567,0.976148567,230
8,4,96,0.025641026,1.306207146,0.004992487,23,0.000487737,0.015608669,78,lincoln,0.900292642,0.003375769,0.016582428,0.945284937,0.945284937,184
0,2,65,0.051055757,1.306082073,0.039125793,6,0.243884045,0.426406692,168,coca-cola,0.747841746,0.210045601,0.372374298,0.976408701,0.976408701,433
14,4,49,0.028939039,1.305643919,0.018324847,21,0.075406687,0.193455709,169,lithia-motors,0.655318563,0.068722417,0.245129925,0.770522669,0.770522669,430
3,8,170,0.022265284,1.303603873,0.011742942,24,0.06209356,0.207412757,186,porsche,0.805957673,0.100105799,0.251777202,0.907028397,0.907028397,283
1,4,40,0.026745578,1.300875653,0.07888682,8,0.279144768,0.385492875,146,dhl,0.33036308,0.663738692,0.466330002,0.959751897,0.959751897,515
3,2,38,0.038328236,1.299377683,0.028754332,5,0.096976735,0.212272257,109,infosys,0.842568807,0.133854277,0.322575524,0.964689892,0.964689892,225
1,4,53,0.019654156,1.296832721,0.010231902,11,0.11388736,0.231298257,166,harman-international-industries,0.889420993,0.088877283,0.259088165,0.984341428,0.984341428,278
0,2,36,0.040907574,1.296218926,0.072182182,5,0.220091754,0.280185919,148,oral-b,0.626042709,0.324910678,0.427681208,0.915407957,0.915407957,405
4,10,43,0.025228833,1.292816952,0.039866341,11,0.11619666,0.263251609,160,toys-r-us,0.74701087,0.188623075,0.37864881,0.935324068,0.935324068,437
12,3,16,0.029289216,1.290960422,0.015220217,22,0.194897229,0.304928027,144,21st-century-fox,0.725776144,0.109434015,0.276948293,0.875972623,0.875972623,340
5,5,25,0.033131558,1.289557948,0.024502287,6,0.061450285,0.172102567,105,google,0.838095238,0.124223616,0.29173187,0.985193309,0.985193309,236
1,2,18,0.027511381,1.289511636,0.161046836,3,0.286440188,0.274317891,298,ppg,0.504039441,0.482127867,0.494215488,0.836009289,0.836009289,373
10,3,90,0.042849301,1.287223315,0.023596798,13,0.241737978,0.371241239,222,marathon-petroleum,0.692079176,0.276122021,0.425449514,0.940887947,0.940887947,279
0,2,45,0.040661391,1.28459948,0.016558901,8,0.157617749,0.342278391,99,carefree,0.845300135,0.130041982,0.319055028,0.990241998,0.990241998,314
5,2,62,0.047298456,1.284213839,0.027029731,9,0.155404401,0.256598656,106,medtronic,0.738186106,0.238603804,0.41929136,0.882449887,0.882449887,440
1,2,4,0.021138509,1.28276265,0.210879856,2,0.246048818,0.273359467,384,hp,0.568244086,0.420891686,0.487496947,0.931174045,0.931174045,384
0,2,16,0.041881358,1.280084116,0.072958412,5,0.230266409,0.288948358,261,ge,0.6215998,0.249551593,0.327498068,0.899103585,0.899103585,261
20,5,148,0.031814759,1.279862267,0.006859373,41,0.156600258,0.29500745,192,farmers-insurance-exchange,0.825285517,0.134007512,0.318933016,0.94982036,0.94982036,332
0,3,35,0.007960531,1.277042409,0.0441946,9,0.040396106,0.078344834,161,panera-bread,0.781016589,0.141842065,0.291512386,0.898671973,0.898671973,316
5,2,27,0.050363516,1.2721299,0.037720706,7,0.151983133,0.235023841,89,siemens,0.721976206,0.262146735,0.431668241,0.921040006,0.921040006,340
2,2,61,0.038577593,1.270025605,0.122800472,3,0.227643732,0.284468682,119,textron,0.61951267,0.364312155,0.476263851,0.836934583,0.836934583,518
16,2,173,0.029463203,1.263652549,0.017357844,17,0.189119655,0.272263916,202,ngl-energy-partners-lp,0.686271191,0.283353619,0.440324532,0.901296736,0.901296736,351
2,5,16,0.030681559,1.262714499,0.065940278,5,0.089459363,0.238407507,107,ebay,0.829496239,0.144559444,0.327296708,0.976427859,0.976427859,205
1,2,33,0.0393,1.261858827,0.055140476,7,0.243520922,0.294119471,120,geico,0.598666667,0.319887946,0.402889163,0.853242484,0.853242484,500
2,2,55,0.036849452,1.261770854,0.066959123,6,0.244811527,0.282770733,118,ecolab-inc,0.583090728,0.38094527,0.461212489,0.880685942,0.880685942,425
9,3,80,0.037818173,1.260293058,0.022939052,13,0.19140504,0.284932821,127,southwest,0.690305675,0.264203656,0.411833821,0.892082111,0.892082111,619
37,5,279,0.034406566,1.260264377,0.005404122,47,0.113174233,0.232196486,138,pratt-and-whitney,0.779205094,0.162108216,0.360177423,0.916163177,0.916163177,528
7,2,65,0.046663844,1.26000729,0.033196411,7,0.223168638,0.414360585,107,netflix,0.749487121,0.223178966,0.398070279,0.975869883,0.975869883,287
8,2,90,0.041924588,1.258733682,0.021629508,13,0.132580579,0.198718155,193,kelly-services,0.699008055,0.277410676,0.441625393,0.869074499,0.869074499,339
12,2,100,0.05227679,1.258670478,0.011010299,15,0.116861399,0.235250526,155,boston-scientific-corp,0.812732999,0.12726365,0.287356574,0.916586643,0.916586643,379
9,3,64,0.025450689,1.258032179,0.012831389,16,0.096687112,0.228772429,82,dominos-pizza,0.850318134,0.121962105,0.310545029,0.949174308,0.949174308,230
2,3,23,0.025600506,1.255547071,0.02846476,10,0.138333952,0.301322906,112,pepsi,0.826406448,0.129330652,0.305085072,0.952219671,0.952219671,226
8,4,66,0.018665084,1.253360449,0.010268269,16,0.091111329,0.241962379,84,iheartmedia,0.838840522,0.057437197,0.197168705,0.9158456,0.9158456,361
0,4,77,0.043368736,1.251876251,0.045665396,6,0.10374322,0.174703033,160,subway,0.701729303,0.292494607,0.449502076,0.885247287,0.885247287,459
12,2,71,0.036045794,1.249170601,0.014435724,23,0.198000804,0.258683626,145,laboratory-corp-of-america,0.649345307,0.328122746,0.45968115,0.880107106,0.880107106,503
9,4,41,0.027907116,1.248598224,0.01852481,10,0.098606656,0.209361856,163,exelon,0.80201235,0.157508141,0.326162097,0.952278112,0.952278112,614
13,5,93,0.045420431,1.243546684,0.010717763,22,0.160159679,0.345148957,202,spectra-energy-corp,0.792093641,0.053420325,0.181945009,0.855181167,0.855181167,343
11,2,115,0.038474495,1.240564575,0.014951386,12,0.125222207,0.236212183,199,pacific-life,0.794573426,0.174721393,0.366780194,0.935801915,0.935801915,358
6,3,50,0.024456727,1.238596045,0.007140874,21,0.089200354,0.209505773,94,allergan,0.855834027,0.08711812,0.224034137,0.954125338,0.954125338,281
1,5,132,0.052816158,1.236845977,0.011265964,19,0.154122377,0.355891052,161,jm-smucker,0.815101196,0.064146701,0.192862448,0.907983732,0.907983732,441
4,3,71,0.037760711,1.232678291,0.064918869,12,0.411857028,0.461442446,233,jack-in-the-box,0.560217604,0.355041967,0.444035605,0.919873444,0.919873444,228
4,2,57,0.041701108,1.231974819,0.041225822,8,6.72E-05,0.000820899,138,staples,0.651664187,0.325694596,0.458042856,0.930368062,0.930368062,526
9,3,42,0.032009208,1.229381443,0.011097301,16,0.01314705,0.029523137,128,voya-financial,0.816736873,0.141708942,0.320946054,0.985642268,0.985642268,319
5,2,4,0.046575342,1.228313296,0.038503461,7,0.163042038,0.248316138,93,wrigleys,0.719074974,0.26922035,0.433918073,0.985044781,0.985044781,365
15,2,130,0.038613169,1.225066691,0.008563041,21,0.120178958,0.227716273,142,applied-materials,0.797539185,0.17004049,0.352589028,0.959305045,0.959305045,443
14,2,120,0.028975945,1.223718413,0.00565459,35,0.08703426,0.202315048,125,ameriprise-financial,0.872879725,0.095294315,0.277079963,0.937663931,0.937663931,291
27,4,322,0.041197133,1.222641899,0.007931976,33,0.117864413,0.237831202,137,philadelphia-insurance-companies,0.81089798,0.154582834,0.351143615,0.913606895,0.913606895,559
15,5,173,0.03457201,1.220514514,0.005083724,39,0.100780236,0.235908661,108,general-dynamics,0.837046281,0.114285824,0.304790407,0.928619754,0.928619754,601
0,5,65,0.033499644,1.219058119,0.023259088,8,0.123560918,0.27828629,230,mountain-dew,0.789878831,0.141322299,0.303052955,0.9301584,0.9301584,305
3,2,65,0.022964952,1.218836991,0.012206755,20,0.105740745,0.209754531,116,emcor-group,0.838962691,0.124323411,0.307695085,0.933457614,0.933457614,244
1,3,52,0.038987342,1.218655312,0.067047181,5,0.289418132,0.417755173,165,kraft,0.651568853,0.332822181,0.464759806,0.928879563,0.928879563,395
21,4,106,0.036545187,1.217796107,0.006696994,32,0.108930632,0.227273817,109,envision-healthcare-holdings,0.828932029,0.109748981,0.28321227,0.912948591,0.912948591,362
11,4,103,0.051115747,1.214473652,0.024526034,16,0.003062002,0.013941682,106,black-and-decker,0.658502661,0.038571803,0.181615605,0.729072042,0.729072042,624
1,4,83,0.045041322,1.212942837,0.121887052,6,0.132575106,0.175427578,88,enterprise,0.613347107,0.077801531,0.223474671,0.706872468,0.706872468,275
19,3,73,0.031653461,1.21196386,0.006929976,30,0.139438561,0.245297679,141,essendant,0.770475539,0.193383139,0.376194626,0.916482139,0.916482139,529
0,2,27,0.061051919,1.207049878,0.059677829,4,0.247910881,0.41130091,108,nvr,0.737442922,0.234114716,0.410213315,0.885566698,0.885566698,219
18,2,185,0.036431428,1.206628666,0.009094151,23,0.153530294,0.271483371,149,united-technologies,0.765358281,0.167618543,0.32112782,0.901459655,0.901459655,495
3,2,61,0.046207265,1.205388722,0.030389364,6,0.123506219,0.241386778,126,corning,0.799437831,0.181514896,0.377375519,0.966204851,0.966204851,624
6,3,32,0.020319723,1.204615416,0.009788234,13,0.076329554,0.182595929,118,tracfone,0.858371854,0.106096578,0.276677244,0.96497729,0.96497729,264
8,3,56,0.036787151,1.20354677,0.030331397,10,0.203543476,0.290250839,127,deloitte,0.676570498,0.226520567,0.337291263,0.854424541,0.854424541,503
9,6,81,0.047151549,1.20116399,0.022874032,12,0.020849382,0.095105798,113,eversource-energy,0.6890625,0.042125401,0.197783502,0.739574223,0.739574223,640
11,2,96,0.051044022,1.199691633,0.028098816,12,0.214199892,0.284203667,146,schlumberger,0.644513898,0.330172962,0.464702004,0.811674529,0.811674529,515
23,4,88,0.041534843,1.19888402,0.01089069,29,0.171227518,0.254297296,191,airgas,0.66500546,0.289595432,0.446937324,0.852325937,0.852325937,374
3,4,51,0.04608805,1.198393063,0.027818309,9,0.02782878,0.125854207,75,lawson-software,0.79481761,0.02152178,0.117990944,0.84266272,0.84266272,265
2,2,36,0.035158347,1.197123753,0.054432723,7,0.240195853,0.294164353,126,jacobs-engineering,0.605066074,0.315198684,0.400431475,0.85065387,0.85065387,621
6,3,38,0.007184801,1.196674851,0.011623489,12,0.071338498,0.184356116,75,sams-club,0.886010363,0.084929032,0.255165455,0.966709878,0.966709878,193
7,5,43,0.02409185,1.196211541,0.006897045,25,0.061699979,0.157545368,165,nextera-energy,0.852813853,0.082722385,0.246903394,0.949541967,0.949541967,322
11,3,70,0.031818182,1.196160175,0.014458227,20,0.27588546,0.402660231,142,owens-minor,0.678889245,0.19438,0.380220873,0.880230285,0.880230285,440
6,3,31,0.01558925,1.196147908,0.003830918,33,0.069482406,0.174493664,107,cigna,0.880831427,0.089614907,0.260476285,0.975656833,0.975656833,241
8,3,60,0.045779094,1.195508463,0.023365941,13,0.201524268,0.297704986,103,panasonic,0.6942836,0.288509711,0.447423139,0.90150561,0.90150561,446
7,3,11,0.019852634,1.195397783,0.008349883,21,0.008252789,0.018807534,148,nestle,0.796118967,0.005122652,0.010519155,0.91888435,0.91888435,453
21,3,80,0.040523787,1.195230809,0.006375329,25,0.112696072,0.239233111,81,omnicom-group,0.855416086,0.113732818,0.302655898,0.948486847,0.948486847,478
24,4,115,0.022478434,1.195193407,0.005522209,33,0.097404103,0.225134328,137,reliance-steel-aluminum-co,0.845443486,0.052575156,0.16585364,0.925758118,0.925758118,264
18,3,80,0.027625257,1.194264147,0.006639213,25,0.119726388,0.242098837,124,wyndham,0.813620072,0.120723274,0.314371578,0.949735781,0.949735781,423
8,3,135,0.02844888,1.193748638,0.009948691,26,0.130757025,0.301041169,102,republic-services,0.851146709,0.102745206,0.276622786,0.953632531,0.953632531,224
14,2,26,0.020666903,1.189550985,0.006501864,32,0.026723053,0.05108466,131,mgm-resorts-international,0.79938162,0.105329391,0.222251817,0.938519683,0.938519683,516
6,6,91,0.039948307,1.189182869,0.020467376,13,0.184822028,0.365296584,144,firstenergy-corp,0.756177573,0.056017544,0.176514438,0.821419987,0.821419987,489
10,3,189,0.035729167,1.187850389,0.01190438,26,0.073498995,0.245129999,160,american-electric-power-company,0.740850694,0.074826378,0.238273709,0.881377928,0.881377928,360
23,3,125,0.030699824,1.183123597,0.006617701,30,0.106549301,0.219476046,142,huntington-ingalls-industries,0.790658011,0.174443001,0.357688302,0.928475926,0.928475926,256
0,2,27,0.02880353,1.18139825,0.400445352,1,0.245941204,0.286102725,153,packaging-corporation-of-america,0.583183852,0.394391001,0.482029405,0.807676494,0.807676494,317
1,2,95,0.03147007,1.1796043,0.07387614,8,0.281057061,0.443649076,142,budweiser,0.688240237,0.245760028,0.376255909,0.933156257,0.933156257,352
0,3,97,0.035742857,1.171522029,0.130142857,4,0.513353685,0.495305703,250,owens-corning,0.455871429,0.449614876,0.418956154,0.90159619,0.90159619,280
5,5,75,0.042373001,1.170099755,0.011883935,17,0.177218066,0.345831801,203,williams,0.761203721,0.086561431,0.239230428,0.851901128,0.851901128,349
0,4,4,0.01313825,1.169604492,0.032925251,9,0.08126388,0.172459,85,ncr-corporation,0.820543446,0.073757552,0.187941667,0.95007863,0.95007863,197
8,4,88,0.033727777,1.166541538,0.008671496,21,0.13145212,0.24598573,147,abm,0.810552793,0.144942252,0.31199023,0.938175831,0.938175831,238
14,3,92,0.026504756,1.166088741,0.011676191,20,0.086124334,0.201596393,134,wec-energy-group,0.792191436,0.133229331,0.331273534,0.939527581,0.939527581,397
0,3,36,0.036324786,1.165709192,0.215188746,3,0.151104845,0.282208846,117,fedex,0.671949193,0.236984557,0.349661017,0.910560863,0.910560863,288
0,2,51,0.038165153,1.164909338,0.067288014,5,0.001423223,0.002063977,191,adp,0.653060652,0.291158995,0.405199916,0.977373601,0.977373601,373
6,3,65,0.036757663,1.164833436,0.01472036,14,0.117916062,0.231094057,144,westrock-company,0.798664325,0.17115289,0.363095443,0.925260019,0.925260019,522
16,4,167,0.011585232,1.164807732,0.004327344,43,0.08477089,0.213113132,112,liberty-mutual-holding-company,0.869768843,0.026412344,0.141132377,0.940892599,0.940892599,326
17,3,234,0.031234889,1.163806771,0.004074809,55,0,0,188,franklin-templeton-investments,0.849190039,0,0,0.899230335,0.899230335,352
1,2,125,0.025359223,1.161596143,0.012958925,13,0.100692833,0.217809625,103,northrop-grumman-corporation,0.842174757,0.129394046,0.324388217,0.942848962,0.942848962,250
0,2,41,0.039997096,1.160730473,0.034001161,7,0.242605202,0.426952575,112,oracle,0.750914634,0.211260732,0.374444905,0.980291328,0.980291328,615
6,2,4,0.021313257,1.159044026,0.019554019,13,0.149446069,0.242489107,386,general-mills,0.738118984,0.253771683,0.427875887,0.990017023,0.990017023,639
1,3,45,0.034081763,1.157327446,0.107289556,4,0.430852137,0.475129568,137,paccar-inc,0.529308096,0.056340432,0.087716607,0.605146821,0.605146821,526
18,2,114,0.034082616,1.156173683,0.006369289,25,0.017697482,0.037823173,170,las-vegas-sands,0.830287549,0.108072106,0.258807042,0.918395998,0.918395998,403
0,3,7,0.036594273,1.155947234,0.050408952,6,0.098734082,0.264695934,129,bnsf-railway,0.688743674,0.186568877,0.335133071,0.909407318,0.909407318,605
12,2,4,0.028304506,1.155408543,0.010569267,18,0.121679315,0.227584251,181,time-warner-cable,0.797329187,0.166540803,0.334448544,0.988613689,0.988613689,398
1,2,54,0.043402408,1.155031454,0.057177236,6,0.158413704,0.211805119,213,hess,0.643547083,0.337944576,0.467943388,0.80557195,0.80557195,331
0,2,24,0.035366221,1.153497188,0.068287618,3,0.13439192,0.242967236,74,hcl-technologies,0.779915603,0.202083169,0.392164124,0.937811833,0.937811833,269
0,3,5,0.011442175,1.150878068,0.176363078,3,0.362374071,0.369923866,170,national-oilwell-varco,0.458500998,0.149664279,0.303606087,0.872954969,0.872954969,383
8,4,50,0.027891533,1.1506139,0.028751824,11,0.116975872,0.319703478,139,jones-lang-lasalle-incorporated,0.784089651,0.115862752,0.307436893,0.912696051,0.912696051,260
3,3,62,0.029101269,1.147648981,0.014732573,12,0.123775245,0.231537034,147,tech-data,0.796437557,0.178432463,0.369430691,0.930505431,0.930505431,511
3,2,72,0.039810924,1.147554891,0.037925795,7,0.266772871,0.440107582,140,sandisk,0.719367122,0.240161237,0.393132011,0.979810924,0.979810924,544
19,3,76,0.025967548,1.146390734,0.008971886,24,0.131999359,0.236667,197,sysco,0.773114052,0.198931843,0.377056763,0.962867241,0.962867241,346
0,2,36,0.036072198,1.142583285,0.056474497,6,0.205416465,0.276801859,116,eaton,0.652478448,0.331591238,0.463973107,0.923612766,0.923612766,320
13,3,154,0.037822071,1.140787215,0.012527742,23,0.180630874,0.269472815,220,arrow-electronics,0.691650462,0.288765713,0.446333505,0.885031623,0.885031623,748
6,4,27,0.02531883,1.140029154,0.010269234,15,0.046269954,0.158780154,86,optumhealth,0.897099275,0.03527301,0.169888379,0.963527401,0.963527401,186
1,2,86,0.047631881,1.133744896,0.018817506,13,0,0,221,dr-pepper,0.738563668,0.237103061,0.418744835,0.870176771,0.870176771,319
17,3,62,0.013289582,1.132152798,0.007029897,24,0.052899573,0.168953217,69,the-bank-of-new-york-mellon,0.900519552,0.010840944,0.073514296,0.953631338,0.953631338,265
9,2,62,0.047171584,1.131801507,0.014531103,10,0.122007824,0.270570998,85,navient-corporation,0.838451419,0.10848413,0.26582695,0.932244344,0.932244344,313
8,2,75,0.036580702,1.128819724,0.024988647,11,0.168361282,0.256763589,139,first-data-corp,0.711118813,0.265839593,0.433122118,0.831777134,0.831777134,602
1,2,79,0.033066841,1.127997941,0.027626474,10,0.015026423,0.10693254,140,supervalu,0.707824377,0.242483827,0.385440605,0.981867396,0.981867396,545
4,3,45,0.020534196,1.127698132,0.179588081,7,0.201350578,0.286766956,178,hertz,0.379053169,0.527592413,0.486292537,0.881860545,0.881860545,403
15,2,173,0.034303494,1.127210092,0.005834196,26,0.101374329,0.238341357,84,berkshire-hathaway,0.85793522,0.078644114,0.216963379,0.949576118,0.949576118,616
7,4,114,0.042456055,1.126728077,0.018592665,18,0.076160319,0.192865954,160,baker-hughes,0.663500977,0.125086933,0.326656416,0.779756625,0.779756625,256
6,4,136,0.03757047,1.126561519,0.013596676,21,0.158935541,0.363913081,149,ryder-system,0.715181208,0.129803415,0.303132969,0.859730175,0.859730175,500
7,2,49,0.048508207,1.125105256,0.021600866,14,0.158772445,0.253337992,101,ugi-corporation,0.72562961,0.241172097,0.413846744,0.912020993,0.912020993,149
3,3,77,0.036046255,1.12244902,0.024090035,11,0.207348087,0.341913476,142,petsmart,0.720137379,0.254744271,0.41967081,0.939026138,0.939026138,447
6,4,48,0.041119622,1.119956038,0.03876727,10,0.004895555,0.018907923,229,big-lots,0.58442265,0.046240691,0.18170103,0.660701862,0.660701862,305
11,4,103,0.028177966,1.116362087,0.012224716,19,0.120230016,0.225873035,118,kimberlyclark-corporation,0.786877648,0.036165092,0.111034127,0.869828328,0.869828328,640
21,3,117,0.047656793,1.113888009,0.008838343,23,0.001958441,0.004190012,141,thermo-fisher-scientific,0.780878876,0.131116459,0.288488074,0.955220769,0.955220769,510
11,2,90,0.027556262,1.113003588,0.009935728,19,0.011159437,0.024376014,211,hermes,0.847049976,0.124878416,0.301740158,0.993225537,0.993225537,334
13,4,142,0.031815708,1.112148497,0.006129387,23,0.029371756,0.1666936,169,mohawk-industries,0.834196618,0.022938446,0.138978395,0.884752168,0.884752168,337
2,2,44,0.056449596,1.111173398,0.030620292,8,0,0,179,du-pont,0.733080408,0.244553231,0.420122891,0.972611147,0.972611147,402
15,3,81,0.027497315,1.110456955,0.014871362,21,0.143804034,0.243000465,152,centene-corporation,0.727873255,0.209578396,0.382498806,0.8523015,0.8523015,490
6,3,95,0.038211091,1.109555523,0.023475594,14,0.282597236,0.436877606,215,ace,0.660808587,0.222159841,0.345332788,0.907402939,0.907402939,325
5,4,146,0.039060328,1.108541737,0.007932115,22,0.137618617,0.278273171,132,thrivent-financial-for-lutherans,0.805671393,0.073764465,0.192685768,0.911375002,0.911375002,545
0,2,56,0.032594128,1.107681791,0.053515256,6,0.222399061,0.310844663,125,baxter-international,0.667219344,0.211606582,0.310551883,0.809407159,0.809407159,579
0,2,18,0.032005485,1.103476035,0.512971783,1,0.513431609,0.487821666,186,csc,0.474128599,0.513577648,0.494286917,0.950634917,0.950634917,298
26,2,134,0.036349206,1.103437836,0.007283399,32,0.141459033,0.242537288,144,sirius,0.756071429,0.225514276,0.411029121,0.905195041,0.905195041,525
24,6,162,0.043612177,1.101127598,0.008477252,36,0.168735186,0.365530181,138,cameron-international-corporation,0.784617445,0.066739114,0.212704031,0.858914266,0.858914266,487
15,2,150,0.02767094,1.100814534,0.004446161,28,0.087987274,0.205518926,117,bristol-myers-squibb,0.86071047,0.108791105,0.293945566,0.956752084,0.956752084,640
2,3,59,0.03727988,1.099879616,0.014188366,8,0,0,157,simon-property-group,0.858336456,0,0,0.880491188,0.880491188,340
17,5,145,0.036879433,1.098078882,0.006104078,33,0.146721796,0.345842217,165,agco-corporation,0.798517086,0.069776094,0.220394847,0.871694606,0.871694606,376
12,7,156,0.022749326,1.096713623,0.018707204,23,0.196339561,0.361401562,245,the-hartford,0.749156719,0.133331499,0.281675585,0.909427681,0.909427681,265
0,4,39,0.028693485,1.096607439,0.06927122,7,0.054150346,0.163771,265,bmw,0.582897828,0.092539809,0.287251319,0.687766242,0.687766242,265
1,4,78,0.026210854,1.095220822,0.014877058,22,0.057110668,0.117849044,106,deere--company,0.812949815,0.12514498,0.274212009,0.91945738,0.91945738,388
3,4,65,0.017699864,1.095090854,0.011248152,22,0.03176358,0.117019529,96,pseg,0.853531504,0.045406564,0.166036551,0.914480379,0.914480379,246
12,6,46,0.031829268,1.095083375,0.008770035,20,0.065353046,0.16098809,200,tripadvisor,0.805243902,0.062356178,0.160907696,0.864877297,0.864877297,287
28,3,155,0.038442888,1.09378898,0.007231373,35,0,0,80,energy-future-holdings-corp,0.823545259,0,0,0.853972912,0.853972912,464
0,2,40,0.015651801,1.092204365,0.108724033,6,0.36968573,0.251822091,264,charles-schwab,0.337707261,0.650946411,0.471535583,0.896826758,0.896826758,265
16,2,101,0.028158535,1.091883471,0.009662587,22,0.119021688,0.230321022,145,wellcare-health-plans,0.802546859,0.180379667,0.375296402,0.955249846,0.955249846,482
0,2,28,0.034178757,1.091791421,0.063441173,5,0.003632354,0.005203444,142,canon,0.672852907,0.271733117,0.394573479,0.978673174,0.978673174,532
15,3,131,0.036024576,1.090941659,0.010019547,24,0.238683996,0.409135881,127,performance-food-group-company,0.740946154,0.138454349,0.274304944,0.907291889,0.907291889,619
16,5,94,0.035194736,1.090304212,0.008282699,27,0.028175511,0.164160612,142,level-3,0.750545527,0.042981974,0.151925755,0.81582734,0.81582734,426
18,4,159,0.025963923,1.089760545,0.007064659,29,0.078839964,0.188996272,157,cms-energy-corporation,0.85139625,0.115904862,0.300233032,0.946218369,0.946218369,393
11,4,67,0.025071827,1.0883014,0.017623034,19,0.099005687,0.204632151,156,edison-international,0.770965469,0.104689921,0.273177004,0.924152819,0.924152819,473
17,3,93,0.032641161,1.086491396,0.006774966,23,0.008903428,0.080440601,158,hollyfrontier-corporation,0.888692931,0.000392168,0.003250775,0.927009685,0.927009685,445
1,6,42,0.016799271,1.085437714,0.053692386,11,0.387121932,0.326896421,474,danone,0.404089899,0.445767696,0.379809878,0.809778835,0.809778835,1023
4,6,101,0.02476806,1.085008104,0.020625333,17,0.098419384,0.256500285,181,treehouse-foods,0.80070885,0.089664548,0.234565475,0.876109173,0.876109173,265
1,6,34,0.041603053,1.084792932,0.008688154,15,0.125180847,0.321533212,90,mac,0.824554707,0.020228999,0.077684782,0.860775499,0.860775499,262
1,5,93,0.030208333,1.084481174,0.021689815,8,0.136866151,0.326596793,144,graybar-electric-company,0.820601852,0.028016892,0.111352028,0.876353214,0.876353214,300
12,5,131,0.044113659,1.08438452,0.010506315,26,0.142916772,0.286647355,154,molina-healthcare,0.747551752,0.154855211,0.348915275,0.87120772,0.87120772,431
21,5,131,0.033537659,1.081698826,0.008896926,27,0.160417021,0.333475511,171,centerpoint-energy,0.764264074,0.079785724,0.225902842,0.857077902,0.857077902,415
9,4,32,0.040443027,1.081521126,0.017968619,12,0.140350695,0.250261257,118,booking,0.769978184,0.212544384,0.402436534,0.920042315,0.920042315,505
